calisma_sekli,departman,egitim,genel_nit_is_tanimi,ilan_baslik,label,sehir,sektor,sirket_adi,tecrube
,,,"Tasarruf Akademi, olarak, ,Tasarrufa Dayalı Faizsiz Finansman Sektörü,'nde personel eğitimi ve gelişimi noktasında hizmet vermekteyiz. Tasarrufa Dayalı Faizsiz Finansman uzmanlığı sertifika programına dahil olan adaylardan başarılı olanları, sektörün öncü ve yenilikçi firması ,BİREVİM,, kendi bünyesinde istihdam etmektedir.,Bu kapsamda; ,Çorum, Düzce, Karabük, Amasya, Samsun, Ordu, Giresun, Trabzon, Tokat,'ta bulunan, ,Bolu, ve ,Kastamonu,'da açılacak şubelerimiz için "",Bireysel Müşteri Temsilcisi,"" pozisyonunda değerlendirilmek üzere adaylar aramaktayız. ,Özellikle Faizsiz Bankacılık, Finans Kurumu, Sigortacılık, Gayrimenkul vb. sektörlerde kariyer hedefleyen, tercihen sektör deneyimli lisans mezunu adayların başvurularını bekliyoruz. ,Üniversitelerin tercihen; İşletme, İktisat, Ekonomi, Maliye, Pazarlama bölümlerinden mezun, ,Çorum, Düzce, Karabük, Amasya, Samsun, Ordu, Giresun, Trabzon, Tokat, Bolu, Kastamonu, illerinin herhangi birinde ikamet eden, ,MS Office programlarına hakim, ,Tercihen CRM bilgisi olan, ,Planlama ve organizasyon yeteneği olan, ,İş takipçisi ve sonuç odaklı, ,Müşteri memnuniyetini benimseyen, ,Takım çalışmasına yatkın, ,İletişimi kuvvetli, ikna kabiliyeti olan, ,Kendine güvenen, görünümüne özen gösteren, ,Erkek adaylar için tercihen askerlik görevini tamamlamış, ,Tercihen sektör deneyimi olan,, ,"",Bireysel M,üşteri Temsilcileri,"" alınacaktır. ,İŞ TANIMI, ,Şube hedefleri doğrultusunda kendisine verilen satış ve operasyonel hedefleri gerçekleştirmek için gayret etmek, ,Kendisine yönlendirilen müşterilere belirlenen sürelerde dönüş yapmak, ,Şubeye gelen ve kendisine yönlendirilen tüm müşterileri güler yüzle karşılamak, ,Aday müşterilere şirketimizin sunduğu imkanları doğru bir şekilde anlatmak, ,Tüm müşterilerimizle verimli bir şekilde ilgilenmek, ihtiyaçlarını iyi anlamak ve onlara doğru çözümler sunmak, ,Yaptığı görüşmeleri satışla sonuçlandırmak, ,Mevcut ve potansiyel müşterilerin geliştirilmesi ve satışa katkı sağlanmasına yönelik çalışmalar gerçekleştirmek, ,Yaptığı tüm görüşme bilgilerini CRM programına girmek, ,Gerek şube müşterilerini gerekse müşteri adayı olarak görüşme yaptığı kişileri belirlenen periyotlarla arayarak şirketle ilişkisini sıcak tutmak, ,Şube müşterilerinin ödeme durumlarını takip etmek, ,Şube müşterilerinin talepleri ile ilgilenmek ve genel müdürlük birimleri ile irtibata geçerek ilgili işlemlerin yapılmasını sağlamak. ",Bireysel Müşteri Temsilcisi (Karadeniz Bölgesi),banka_sigorta,,,TASARRUF AKADEMİ,
,,,"Tasarruf Akademi, olarak, ,Tasarrufa Dayalı Faizsiz Finansman Sektörü,'nde personel eğitimi ve gelişimi noktasında hizmet vermekteyiz. Tasarrufa Dayalı Faizsiz Finansman uzmanlığı sertifika programına dahil olan adaylardan başarılı olanları, sektörün öncü ve yenilikçi firması ,BİREVİM,, kendi bünyesinde istihdam etmektedir. ,Bu kapsamda; ,Gaziantep, Şanlıurfa, Adıyaman, Batman, Diyarbakır ,ve, Mardin,'de bulunan şubelerimiz için "",Bireysel Müşteri Temsilcisi,"" pozisyonunda değerlendirilmek üzere adaylar aramaktayız. ,Özellikle Faizsiz Bankacılık, Finans Kurumu, Sigortacılık, Gayrimenkul vb. sektörlerde kariyer hedefleyen,,tercihen sektör deneyimli, lisans mezunu adayların başvurularını bekliyoruz. ,Üniversitelerin tercihen; İşletme, İktisat, Ekonomi, Maliye, Pazarlama bölümlerinden mezun, ,Gaziantep, Şanlıurfa, Adıyaman, Batman, Diyarbakır, Mardin, illerinin herhangi birinde ikamet eden, ,MS Office programlarına hakim, ,Tercihen CRM bilgisi olan, ,Planlama ve organizasyon yeteneği olan, ,İş takipçisi ve sonuç odaklı, ,Müşteri memnuniyetini benimseyen, ,Takım çalışmasına yatkın, İletişimi kuvvetli, ikna kabiliyeti olan, ,Kendine güvenen, görünümüne özen gösteren, ,Erkek adaylar için tercihen askerlik görevini tamamlamış, ,Tercihen sektör deneyimi olan,, ,"",Bireysel Müşteri Temsilcileri,"" alınacaktır. ,İŞ TANIMI:,Şube hedefleri doğrultusunda kendisine verilen satış ve operasyonel hedefleri gerçekleştirmek için gayret etmek, ,Kendisine yönlendirilen müşterilere belirlenen sürelerde dönüş yapmak, ,Şubeye gelen ve kendisine yönlendirilen tüm müşterileri güler yüzle karşılamak, ,Aday müşterilere şirketimizin sunduğu imkanları doğru bir şekilde anlatmak, ,Tüm müşterilerimizle verimli bir şekilde ilgilenmek, ihtiyaçlarını iyi anlamak ve onlara doğru çözümler sunmak, ,Yaptığı görüşmeleri satışla sonuçlandırmak, ,Mevcut ve potansiyel müşterilerin geliştirilmesi ve satışa katkı sağlanmasına yönelik çalışmalar gerçekleştirmek, ,Yaptığı tüm görüşme bilgilerini CRM programına girmek, ,Gerek şube müşterilerini gerekse müşteri adayı olarak görüşme yaptığı kişileri belirlenen periyotlarla arayarak şirketle ilişkisini sıcak tutmak, ,Şube müşterilerinin ödeme durumlarını takip etmek, ,Şube müşterilerinin talepleri ile ilgilenmek ve genel müdürlük birimleri ile irtibata geçerek ilgili işlemlerin yapılmasını sağlamak.",Bireysel Müşteri Temsilcisi (G.Doğu Anad. Bölgesi),banka_sigorta,,,TASARRUF AKADEMİ,
,,,"Nitelikler,:,Üniversitelerin Endüstri Mühendisliği, Bilgisayar Mühendisliği, İşletme Mühendisliği, Matematik, Sistem Mühendisliği, MIS veya ilgili bölümlerinden mezun,,Benzer pozisyonda en az 1 yıl deneyime sahip,,Web uygulamaları, Android teknolojileri, SQL ve ilişkisel veritabanları hakkında bilgi sahibi,,MS Office programlarını çok iyi kullanabilen,,Yazılım geliştirme süreçlerine (Gereksinim Belirleme, Tasarım, Kodlama, Entegrasyon, Test, Kurulum, Bakım) ve proje yönetim metodolojilerine hakim,,Yazılım test süreçleri ve metodları konusunda bilgi sahibi,,Literatürü takip edecek seviyede İngilizce bilgisine sahip,,Erkek adaylar için askerliği tamamlamış veya en az 2 yıl tecil hakkına sahip olmak.,İş Tanımı:,Gelen hata ve taleplerin önceliklerini belirleyerek gereksinimlerini çıkarmak,,Yazılım gelistirme ve test ekibi ile gerekli koordinasyonda çalışarak projenin tüm aşamalarında bilgi aktarımı ve desteği sağlamak,,Gereksinim dokümanlarının ve kullanıcı senaryolarını sürece uygun hazırlamak,,Geliştirilmesi tamamlanan taleplerin uygulamaya geçmeden önce fonksiyonel testlerini yaparak müşteri gereksinimleri ile uygunluğunun sağlanması.,Şirket Profili:,ID3 Yazılım ve Bilgi Teknolojileri Şirketi  havacılık alanında havayolları, havalimanları ve sivil havacılık otoritelerine özel ürünler ve çözümler sunmaktadır.,Tüm ilgilenen adaylara teşekkür ederiz. Sadece ilgilenilen adaylar ile iletişime geçilecektir.",İş Analisti,banka_sigorta,,,ID3 Ltd.Şti,
,,,"Almanca Müşteri Danışmanı / İstanbul,Çözüm odaklıysanız,  ,İletişim kabiliyetinize ve diksiyonunuza güveniyorsanız,   ,Takım çalışmasına yatkınsanız, ,Dinamik ve yoğun tempoya ayak uydurabilirim diyorsanız, ,Anadil seviyesinde, Almanca, bilgisine sahipseniz, (2.dil tericih sebebidir),Akıcı Türkçe konuşabiliyorsanız,   ,İŞ TANIMI,Bu rol vardiyalı/vardiyasız çalışabileceğiniz tam zamanlı bir görevdir.,Görevinize başlamadan önce eğitim ile müşteri hizmetleri alanında en iyisi olma fırsatı veriyoruz. ,Webhelp",Almanca Müşteri Danışmanı,banka_sigorta,,,WEBHELP ÇAĞRI MERKEZİ VE MÜŞTERİ HİZMETLERİ A.Ş.,
Sürekli / Tam zamanlı,Bilgi İşlem,,"Cronom İnsan Kaynakları olarak danışmanlığını yapmakta olduğumuz, Türkiye'nin önde gelen bankasının iştiraki olan iş ortağımız için 'Süreç ve İş Analisti' rolünde bir ihtiyacımız bulunmaktadır. ,Üniversitelerin Endüstri Mühendisliği, İşletme Mühendisliği, Yönetim Bilişim Sistemleri, Matematik vb. bölümlerinden mezun,,Bankacılık veya finans süreçlerinde deneyim sahibi,,İş analizi süreçlerinde en az 2-3 yıl deneyimli,,UX ve usability standartları dikkate alınarak ekran tasarımları tecrübesi olan,,Süreç ve iş akışı modelleme araçlarında tecrübeli.",İş Analisti,banka_sigorta,İstanbul(Avr.),İnsan Kaynakları Danışmanlığı ,CRONOM BİLİŞİM VE YAZILIM TEKNOLOJİLERİSAN.VE TİC.LTD.ŞTİ.,2 - 7 yıl tecrübeli adaylar
Yarı zamanlı / Part Time,Müşteri Hizmetleri / Çağrı Merkezi,,"Yarı Zamanlı,İŞ TANIMI",Çağrı Merkezi / Part Time Ekip Üyesi,banka_sigorta,Samsun,Çağrı Merkezi Hizmetleri,SMS Bilişim Sistemleri / Çağrı Servisi Hizm.,
,,,"Birlikte Tasarruf ve Ticaret Ekonomisi Platformu (BİRTEP), yeni ve özgün bir ticari model ile her tür gayrimenkulün ve motorlu taşıtların en uygun koşullarda kolay ve güvenli bir şekilde hemen alınmasını ve satılmasını sağlayan Türkiye’de ve Dünya'da bir ilki gerçekleştiren platformdur.,Öncü ve yenilikçi modeli ile faaliyetine başlayacak firmamız için sorumluluğundaki çözüm ortakları ile görüşerek ve yeni çözüm ortakları bularak BİRTEP platformunu genişletecek , bayi ağının yürütülmesinde tecrübe sahibi olan takım arkadaşları arıyoruz. ,Lisans mezunu,, ,Minimum 3 yıl sahada Kurumsal Satış tecrübesine sahip,,Gayrimenkul değerleme ve ekspertiz uzmanlığı konusunda bilgi sahibi,,MS Office programlarına hakim, raporlama yapabilecek seviyede olan,,Sunum becerisine sahip,, ,Kurumsal kimliği doğru ve etkin temsil edebilecek,,İnsan İlişkileri kuvvetli, müşteri, hedef ve sonuç odaklı, ikna kabiliyeti yüksek,,Müşteri ağı oluşturma ve yönetme konusunda deneyimli,,Sürücü belgesine sahip ve aktif olarak araç kullanabilen,,Seyahat engeli olmayan,, ,Erkek adaylar için askerlik hizmetini tamamlamış,,Esnek çalışma saatlerine uyum sağlayabilen,,İŞ TANIMI:,Yeni müşteri kazanmak amacıyla şirket portföyünde olmayan müşterilere ziyaretler yapmak ve sonuçlarını BİRTEP  pazarlama departmanına göndermek.,Bayi ağının yürütülmesinden sorumlu olmak,, ,Mevcut hizmetlerle ilgili satış ve kar hedeflerinin gerçekleştirilmesi amacıyla müşteri ihtiyaçları doğrultusunda teklif hazırlamak ve onaya sunmak.,Riskin  minimum seviyede tutulması için iş ortağının ve gayrimenkulün  istihbaratını   Tahsis operasyon birimine iletmek,İş ortakları  memnuniyetini arttırmak amacıyla şikayetleri ele almak ve çözümlenmesi için ilgili önerilerini yöneticilerine iletmek.,Pazar ve piyasa araştırmalarının gerçekleştirilmesi ve raporlanması,,Hedef pazarlarda potansiyel müşteri analizi yapılması ve raporlanması,,Portföy  hedeflerine ulaşılması için gerekli aktivitelerin planlanması ve uygulanması,,Tanıtım ve portföy geliştirme süreçlerinin yürütülmesi,,Sözleşme süreçlerin takibi ve raporlanması,, ,Portföy geliştirme raporların hazırlanması ve raporlanması,,Şirket içi ilgili departmanlar ile koordinasyonun sağlanması.",Temsilcilik Uzmanı,banka_sigorta,,,TASARRUF AKADEMİ,
Sürekli / Tam zamanlı,Finans,"Üniversite(Mezun), Yüksek Lisans(Öğrenci), Yüksek Lisans(Mezun), Doktora(Öğrenci), Doktora(Mezun)","En az lisans mezunuysanız,,Van Erciş'de ikamet ediyorsanız, ,Segem Sertifikası’na sahipseniz (tercihen) ,Askerlik görevinizi tamamlamışsanız ya da en az 1 yıl tecil ettirdiyseniz (erkek adaylar için),Kendinizi pozitif, güler yüzlü, iletişim ve ikna becerileri yüksek biri olarak tanımlıyorsanız,,İŞ TANIMI,Müşteri Danışmanı”,Tüm müşterilere para yatırma ve çekme, ödeme, para transferi, çek ve senet ödemeleri vb. nakit işlemlerinde hizmet sunar.,Belirli segmentlerdeki müşterilere ürün tanıtımı ve satış yapar, gerekli durumlarda müşteri ziyaretlerini gerçekleştirir ve satış sonrası hizmetleri sunar.,Sahip olduğu sertifikalara göre, hizmet vermeye yetkili olduğu ürünlerin tanıtım ve satış aktivitelerini gerçekleştirir.,Müşterileri bilgilendirerek, dijital bankacılık kanallarına yönlendirir. ",Müşteri Danışmanı (Van-Erciş),banka_sigorta,Van(Erciş),Bankacılık,Garanti BBVA,En çok 10 yıl tecrübeli adaylar
,,,"Teknolist Bilgisayar Sistemleri Yazılım Yayıncılık San.ve Tic. A.Ş/Okulistik kullanıcı hizmetlerinin yazılı hizmet kanallarında müşteri temsilcisi olarak görevlendirilmek üzere aşağıdaki niteliklere sahip takım arkadaşları aranmaktadır.,- Tercihen yazılı hizmet kanalları alanında tecrübeli,,- En az lise mezunu veya tercihen MYO,Lisans Mezunu,,- Bilgisayar ve Microsoft Office programları kullanımına hakim, ,- Hızlı klavye kullanabilen,,- Aynı anda birden fazla platformda kullanıcılarımıza hizmet sağlayabilecek,,- Yazılı iletişimi kuvvetli,Türkçe dil bilgisi ve imla kurallarına hakim, ,- Müşteri memnuniyeti odaklı hareket eden,,- Takip konusunda yetenekli, çözüm odaklı çalışabilen,,- İkna yeteneğine sahip, özgüveni ve çalışma disiplini yüksek, ,- Kişisel gelişimine önem veren, ,- İş kalitesini ön planda tutarak hedef odaklı çalışabilen,,- 08:00 - 23:00 saatleri aralığında esnek vardiya sistemindeki tüm vardiyalara uyum sağlayarak çalışabilecek,,- Ekip çalışmasına yatkın ve problem çözme yeteneği gelişmiş,,- Genç, dinamik ve enerjik adaylar,Çalışma ofisi Kadıköy'dedir.,*Erkek adaylar için askerlik görevini tamamlamış veya en az 2 yıl tecili bulunması ön koşuldur.,**İşitme engeli bulunan engelli raporuna sahip adayların başvuruları da değerlendirilecektir.",Yazılı Hizmet Kanalları/Müşteri Temsilcisi,banka_sigorta,,,Teknolist Bilgisayar Sistemleri Yaz Dan San ve Tic,
,,,"İstanbul Kartal Hukukçular Towers ve Yalova Rodoplu İş  Merkezinde bulunan Çağrı merkezi operasyonlarımızda inbound aramaları ile gelen müşterilere mevcut ürünleri ve kampanyaları aktararak satış gerçekleştirecek ve kendisine verilen hedefler doğrultusunda çalışabilecek bay-bayan çalışma arkadaşları aranmaktadır.,
,
,
Çağrı merkezi ortam ve standartlarında değil ofis ortamında çalışma imkanına ve bu pozisyonda göreve başlayacak olan kişiler çalışma hayatları boyunca bünyemizde açılacak yeni kariyer fırsatlarına öncelikle değerlendirilme imkanına sahip olacaktır.,Dsmart Online Satış Merkezi Çağrı Merkezi’mizde ve Yurtdışı Vatandaşlık Danışmanlığı Şirketimizde görev alacak; ,
,En az Lise mezunu,  ,Tercihen satış konusunda deneyimi olan ve kendine güvenen, ,Çağrı merkezi sektöründe kariyer hedefi olan,  ,İletişimi kuvvetli,  ,İkna yeteneğine sahip, özgüveni ve çalışma disiplini yüksek,  ,Telefonda akıcı ve etkin konuşabilen, diksiyonu düzgün,  ,Kişisel gelişimine önem veren,  ,İş kalitesini ön planda tutarak hedef odaklı çalışabilen,  ,Bilgisayar kullanmayı bilen ve aynı zamanda MS Office programlarını kullanabilen ,İŞ TANIMI,NOT : Yalova dışından gelen başvular dikkate alınmayacaktır. ,Profil fotoğrafı olmayan CV'ler dikkate alınmayacaktır., ,*Yalova Rodoplu İş Merkezinde bulunan ofisimiz Yalova merkezde eski YKM binası içinde bulunuyor. Aynı zamanda bulunduğu konum itibariyle rahatlıkla sosyal vakit geçirilebilecek bir noktadadır.",Müşteri Temsilcisi,banka_sigorta,,,Bireysel ve Kurumsal İletişim Hizm.Tic.Ltd.Şti.,
,,,"2009 yılında Sedes Holding bünyesinde kurulan Gratis, Türkiye çapında 600’ün üzerindeki mağazası ile kişisel bakım sektöründe lider konumundadır. “Güzel Bak Kendine” mottosu ile 10 yıldır kişisel bakım sektöründe hizmet veren Gratis, dünyanın önde gelen markaları başta olmak üzere makyaj ürünlerinden cilt bakımına, bebek bakımından temizlik ürünlerine, hijyen ürünlerinden atıştırmalıklara kadar 12 farklı kategoride 8 binden fazla ürün sunmaktadır. Türkiye’nin en büyük 500 şirketi içinden en yüksek kadın çalışan sayısı ile ilk 100’e giren şirketler arasında kadın çalışan ve kadın yönetici oranı ile 1’inci konumda olan Gratis’in mağaza kadrolarının tümü kadın çalışanlardan oluşmaktadır. Tüketiciler tarafından ‘aşık olunan marka’ ve ‘kişisel bakım sektörünün 1 numaralı markası’ seçilerek birçok ödül alan Gratis, yenilikçi ve dinamik duruşu, ileri teknolojik alt yapısı ve uzmanlaşmış mağazacılık anlayışı ile birçok ilke imza atarak sektördeki hizmet çıtasını en üst seviyelere taşımaktadır. Müşteriler, çalışanlar ve tedarikçiler nezdinde en cazip satış kanalı olan Gratis’in amacı müşterilerine kolay ulaşılabilir, hızlı ve rahat alışveriş imkânı sunarken temel kişisel bakım ihtiyaçlarının yanı sıra heyecan veren yeni markalar ve ürünler ile müşterilerine kişiye özel keyifli bir alışveriş deneyimi sunmaktır. ,Üniversitelerin 4 yıllık bölümlerinden mezun (Matematik, Bilgisayar, Elektronik, Endüstri, İşletme Mühendislikleri ile Yönetim Bilişim Sistemleri (MIS) veya İstatistik), ,İş / Sistem analizi konusunda tecrübeli, en az 3 yıl yazılım projelerinde analist olarak görev almış, ,Web teknolojileri alanında iş analizi, modelleme, UX & Usability çalışmalarında deneyim sahibi, ,İş Analizi süreçlerinde kullanılan metodolojiler ve yöntemler konusunda bilgili, tercihen bu alanda eğitim almış ve IIBA süreçlerini bilen ,Yer aldığı projelerde aktif olarak Akış diyagramları, Cross Functional Diagram, Storyboard, Sequence Diagram...vb görselleştirme, soyutlama ve indirgeme araçlarını kullanmış,İlişkisel veritabanları ve SQL konusunda bilgili, Temel HTTP bilgisine sahip ve tercihen RESTful API’ler konusunda bilgili,Tercihen web tarayıcıların geliştirici araçlarına aşina, Console, Network ve Har okuyup yorumlayabilen, İletişim yeteneği ve hevesi yüksek,Araştırmayı, geliştirmeyi ve problem çözmeyi seven, Yazılım test süreçleri ve metodları konusunda bilgi sahibi, tercihen ISTQB süreçlerini bilen,Ekip çalışmasına yatkın, sonuç odaklı, takip yönü kuvvetli ,Erkek adaylar için askerliğini tamamlamış,İş Tanımı,İş birimlerinden IT birimine gelen yazılım geliştirme, entegrasyon, modeleme ve simulasyon taleplerinde, iş birimi ile çalışılarak ön analiz çalışmalarının yapılması,,Geliştirici ekiplerin geliştirmeye başlayabilmesi için taleplerin netleştirilmesi ve geliştirme için gerekli modellemelerin yapılması, ,Gereksinim dökümanlarının ve kullanıcı senaryolarının süreçlere ve kapsamlara uygun olarak hazırlanması,,Süreç analizi, fonksiyonel analiz, kavramsal tasarım ve detay tasarım çalışmalarının yürütülerek, dökümante edilmesi,,Uygulama ekran tasarımlarının ihtiyaçları karşılayacak şekilde yapılması için gereken yönlendirmelerin yapılması,,Uygulama geliştirme ekibi ile koordine çalışılarak projenin tüm aşamalarında bilgi aktarımı ve desteğin sağlanması,,Geliştirilen yazılımların iş biriminden önceki testlerinin gerçekleştirilmesi, iş birimi ile son kullanıcı testlerinin takibinin yapılması, test sonuçlarının yazılım ekipleri ile paylaşılarak geliştirmelerin tamamlanmasının sağlanması,,Sistem ve süreç değişiklik taleplerinin alınması, sistem ve süreç sahiplerinin bilgilendirilmesi, ihtiyaç duyulduğunda kullanım kılavuzu ve eğitim dokümanlarının hazırlanması,,Kalite, risk ve değişim yönetimi faaliyetlerinin yürütülmesi,,Proje statü raporlarının hazırlanmasında proje yöneticisinin desteklenmesi,,Raporlama ihtiyaçlarına destek verilmesi.",Gratis - E- Ticaret İş Analisti,banka_sigorta,,,GRATİS İÇ VE DIŞ TİCARET A.Ş.,
Sürekli / Tam zamanlı,Satış,"Lise(Mezun), Ön Lisans(Öğrenci), Ön Lisans(Mezun), Üniversite(Öğrenci), Üniversite(Mezun)","Tercihen üniversite, meslek liselerinin pazarlama veya perakende bölümlerinden mezun,İngilizce veya Arapça bilen,,Hazır giyim alanında ve mağazacılıkta 3 yıl deneyimli, ,Mağaza satışlarının hedefler doğrultusunda gerçekleştirilmesine destek olacak,,Kişisel imajına önem veren, ,Modayı takip eden, ,Askerlik hizmetini tamamlamış (erkek adaylar için). ,İŞ TANIMI,Gürmen Group, bünyesinde yer alan ,KİP, markamızın,, Armada AVM, mağazasında görev alacak Müşteri Danışmanı aranmaktadır.,Müşteri beklentileri ve tercihleri doğrultusunda ürünleri müşteriye sunarak satışını gerçekleştirmek,,Mağaza içi ürünlerin sunumunu ve ürünlerin düzenini sağlamak, ,Mağazacılık alanında kariyer hedeflemek. ",Müşteri Danışmanı - KİP Armada AVM,banka_sigorta,Ankara,"Giyim, Hazır Giyim, Moda Tasarım, Perakende",Ramsey|Kip,En az 3 yıl tecrübeli adaylar
,,,"Üniversite mezunu ,Çağrı merkezi alanında en az 3 yıllık ekip liderliği tecrübesi ,Müşteri odaklı bakış açısı ,Mevzuatlar konusunda bilgi sahibi ,Dokümantasyon, raporlama ve analiz becerisi ,Analitik bakış açısı ve hızlı problem çözme becerisi ,Ekip çalışmasına yatkın ,İyi seviyede MS Office bilgisi ,Erkek adaylar için askerlik hizmetini tamamlamış ,İŞ TANIMI,Satış Sonrası Hizmetler politika ve hedefleri doğrultusunda sorumlu olduğu bölgenin hedeflerini ve aksiyon planlarını oluşturur, bunların kendine bağlı çalışanlara yayılımını ve hedef ve aksiyon planlarının oluşturulmasını sağlayarak, takip ve kontrol eder.,SSH ile ilgili sistemler, süreçler ve prosedürler ile ilgili öneriler sunar. ,Çağrı Merkezi faaliyetlerinin yürütülmesini sağlar. ,Gelen tüm müşteri şikayetlerinin en hızlı şekilde değerlendirilerek sonuçlandırılmasını sağlar.,Çağrı merkezi görüşmelerini denetleyerek gerektiğinde müdahale edecek aksiyonları alır.,Sosyal medya tarafından gelen tüm olumlu ve olumsuz yorum ve değerlendirmeler için gerekli çalışmaları başlatır, tüm müşterilere cevap verilmesini sağlar.,Çağrı Merkezi çalışanları tarafından sisteme girilen müşteri şikâyet bilgilerinin nedenlerini aylık raporlamalar halinde yayınlar.,Mahkeme yolu ile hukuk departmanına ulaşan karar ve savunma talepleri ile ilgili birim tarafından istenilen dokümanların temin edilmesini sağlar ve taleplerine cevap verilebilmesi için şikayet detaylarını inceleyip departmana bilgi verir.,Bayi ve mağazalardan gelen şikayetleri değerlendirerek ilgili birimlerle görüşüp şikayeti ortadan kaldırmak için gerekli aksiyonların alınmasını sağlar.",Müşteri Hizmetleri Sorumlusu,banka_sigorta,,,Doğtaş Kelebek Mobilya,
,,,"EnginSoft Turkey, ağırlıklı olarak savunma sanayi ve otomotiv sanayi sektöründe faaliyet gösteren bir mühendislik firmasıdır. Teknopark İstanbul'da ve Teknokent Ankara'da ofisleri bulunan firma tasarım, konstrüksiyon, ileri mühendislik analizleri, yazılım satışı, Ar-Ge projeleri ve teknik eğitimler alanında uzman kadrosuyla hizmet vermektedir. ,İstanbul'da otomotiv sektöründe öncü firmada Proje Yöneticisi pozisyonunda görevlendirilmek üzere;,Üniversitelerin mühendislik bölümlerinden mezun,,Benzer görevde en az 4 yıl tecrübeli olan,,Ölçüm APQP, PPAP ve FMEA bilen,,Kalıp sistemleri, çalışma koşulları ve plastik malzemeler konusunda bilgi sahibi olan,,Office uygulamalarına hakim olan,,Seyahat engeli olmayan,,İyi derecede İngilizce bilen,,Adli sicil kaydı bulunmayan,,Erkek adaylar için askerliğini tamamlamış veya en az 2 yıl tecilli,adaylar aramaktayız.,İş Tanımı,İlk ürün devreye alınması ve deneme çalışmalarında gerekli kayıtların tutulmasını sağlamak,,Deneme üretimlerinde ve ,mühendislik değişiklik taleplerinde Proje Müdürü ile kordone şekilde çalışmak,,Yeni müşterilerin proje , kalite ve dokümantasyon sistemi ihtiyaçlarının firma dokümantasyon sistemine uyumunu gözetmek ve  uyumsuzlukları gidermek,,Kendisinden talep edilen proje ve fizibilite etüdlerini gerçekleştirmek, gerektiğinde şirket içi ve / veya dışından görevlendirilen kişi,ya ,da kuruluşlarla işbirliği içinde, ,çalışmak,,Teknik Resim , CAD - Datası ve şartnamelerin nihai olarak bir kez daha gözden geçirilmesi , proje aksiyon planı kapsamında takibi,sağlamak,Proje- Kalite tarafından hazırlanan PPAP dosyasının hazırlamak, kontrolü ve müşteriye sunmak,,Gerekli dokümanları takip etmek ve Proje Müdürü tarafından kendisine verilen diğer görevleri yerine getirmek.",Proje Yöneticisi / Yönetmeni,banka_sigorta,,,EnginSoft Turkey,
,,,"Denetim sektöründe faaliyet gösteren uluslararası denetim firmamızın, Bağımsız Denetim bölümünde görevlendirilmek üzere '',Kıdemli Denetçiler'', aramaktayız., ,Adaylarda aranan nitelikler;, ,Çeşitli iş birimlerinde, belirlenmiş standart denetim süreçlerini uygulayacak süreçlerin doğruluğunu, güvenilirliğini ve bütünlüğünü test edebilecek, Yeni ve devam eden müşterilerle güçlü bir ilişki kurabilecek, Denetim ekibinin diğer üyeleriyle birlikte şirketin diğer bölümlerinde de gereken yüksek kalitede hizmeti sağlamak için uyum içinde çalışabilecek, Gelecekte iş yerimizde yönetici olacak niteliklerde, Yurtiçi ve Yurtdışı Seyahat esnekliği olan Problem çözme ve çözümü müşteriye iletme konusunda yapıcı bir yaklaşıma sahip, Güçlü takım elemanı niteliklerine sahip olmaları gerekmektedir.,Pozisyon : Kıdemli Denetçi,- Uluslararası bağımsız denetim firmalarında 2-10 yıl arası deneyime sahip,,- İyi derecede İngilizce bilen,- Üniversitelerin İ.İ.B.F. Bölümlerinden mezun olmuş (tercihen İngilizce bölümler),- MS Office programlarına hakim,,- Bağımsız denetim ekip lideri olabilecek bilgi ve birikime sahip,,- Tercihen SMMM ruhsatı ve KGK bağımsız denetim lisansına sahip takım arkadaşları aramaktayız., ,Not: Önyazınızda Lütfen başvurduğunuz pozisyonu belirtiniz.",Kıdemli Denetçi,banka_sigorta,,,REFORM  BAĞIMSIZ DENETİM A.Ş,
