,genel_nit_is_tanimi,ilan_baslik,label
10,dunyanin buyuk forwarder sirketlerinden biri olan turkiye stanbul ofisinde gorevlendirmek uzere bilgi teknolojileri uzmani arayisimiz bulunmaktadir genel nitelikler universitelerin bilgisayar muhendisligi bolumlerinden mezun servis masasi yardim masasi musteri destegi alaninda minimum deneyimli zamanli farkli projelerde gorev alabilecek analitik dusunme becerisine sahip yurtici yurtdisi seyahat engeli olmayan bilgisayar thin client yazici mobil cihazlar akilli telefonlar diger cevre birimleri ilgili donanim yazilim sorunlarina gerekli mudahaleleri yapabilecek derecede switch roter phone kamera aktif cihazlarin kurulumu yapilandirilmasi isletim bilgisi sahibi olan derecede yapilari protokolleri microsoft server sistemleri microsoft active directory dhcp yapilari hakkinda bilgi sahibi olan veri tabani uygulamalari guvenlik duvari antivirus sistemleri hakkinda bilgi sahibi olan exchange online office yonetim tecrubesi bulunan leri duzeyde ngilizce okuma yazma bilgisine sahip erkek adaylar icin askerlik gorevini tamamlamis envanter stok takibi raporlamasi yapabilecek tanimi global birlikte calismak global sistemleri uygulamak sirket bunyesindeki yazilim donanim network envanter bilgilerinin kayitlarinin tutulmasini duzenini saglayabilecek server yonetimi yedekleme network yapisi bakim onarim kablolama gibi konularda sifirdan kurulum yapabilecek mevcut kurulumu gelistirebilecek network altyapi gereksinimlerini tespit etmek planlamak global birlikte yonetmek donanim yazilim kurulum devreye alma islemlerini yurutmek destek vermek zamanlarina gore problemlere mudahale edebilmek yardim masasi musterilerinde musteri memnuniyetinin saglanmasi veri tabanlari ilgili olusabilecek gunluk operasyonel talepleri karsilamak kullanici sorunlarini cozmek icin yardim masasi hizmetleri saglamak uzak baglanti veya yerinde destekle kullanici taleplerini karsilamak,bilgi teknolojileri uzmani,bilisim_telekom
11,experienced html modern javascript experienced vuejs restful bootstrap jquery ajax axios knowledge javascript development good understanding component based architecture knowledge agile management system excellent written spoken english nice have dedication commitment towards work have excellent interpersonal communication skills,frontend developer vuejs,bilisim_telekom
12,gida alaninda faaliyet gosteren sirketimizin genel merkezinde gorevlendirilmek uzere bilgi teknolojileri yoneticisi arayisimiz bulunmaktadir universitelerin tercihen bilgisayar muhendisligi endustri muhendisligi elektrik elektronik muhendisligi bilgi sistemleri yonetimi bolumlerinden mezun proje yonetimi analizi dahil olmak uzere bilgi teknolojisinde yoneticilik deneyimi sahibi kullanilan sistemlerin yazilimcilarla sistem mimarisi algoritma ekran tasarimlari calismalarini yurutebilecek uygulama safhasinda turlu denetimi testi gerceklestirebilecek tercihen oracle projelerinin yonetim koordinasyonunda gorev almis sureclerini bilen oracle database microsoft server veritabani teknoloji urunleri konusunda bilgi deneyim sahibi tercihen bilgi guvenligi sistemi uygulamalarina hakim network yonetimi router switch konusunda bilgi sahibi guvenlik cozumleri firewall proxy management anti virus konusunda bilgi sahibi seviyede ngilizce bilgisini sahip dinamik disa donuk iletisimi iliski yonetimi kuvvetli analitik dusunme kabiliyetine sahip sonuc zaman odakli calisabilecek esnek calisma saatlerine uyum saglayabilecek tercihen avrupa yakasinda ikamet eden seyahat engeli bulunmayan erkek adaylar icin askerlikle ilisigi olmayan tanimi grup sirketlerinin politika hedefleri dogrultusunda bilgi islem calismalarinin yonetilmesi grup sirketlerinin kurumsal kaynak planlama sistemlerinin uyumu konsolidasyonu yatirimi gelistirilmesine yonelik calismalarinin yapilmasi ilgili konularda operasyon sureclerinin analiz tasarimlarinin yonetilmesi grup sirketlerinin donanim yazilim ihtiyaclarini ilgili taleplerini degerlendirilmesi fizibilite calismasinin yapilmasi uygun olanlarin aliminin saglanmasi sorumlusu oldugu bilgi islem personellerinin yonetilmesi gerekli gorulmesi durumunda egitimler seminerlerle mesleki gelisimlerin saglanmasi guncel bilgi teknolojileri ilgili yayinlarin surekli izlenmesi gelistirmelerin takip edilmesi bilgilerin guncellenmesi,bilgi teknolojileri yoneticisi,bilisim_telekom
13,turkiye lider ticaret platformu hepsiburada istiraki olan hepsiexpress firmamiz icin kocaeli gebze lokasyonumuzda gorevlendirilmek uzere asagidaki niteliklere sahip yazilim uzmani arayisimiz bulunmaktadir hepsiexpress ticaret alaninda uzmanlasmis tasimacilik firmasidir ulkemizde ticaretin buyumesine paralel tasimacilik sektoru buyuyor hepsiburada grup sirketi olan hepsiexpress ticaret odakli hizli pratik dakik esnek guvenilir dagitim mekanizmasi yaratarak sektorunde alternatif model olusturmaktadir standartlarin disinda musteri deneyimi sunarak ticaret tasimaciliginda tarih yazarken seni ekibimize bekliyoruz universitelerin bilgisayar yazilim endustri muhendisligi bilgisayar teknolojileri ogretmenligi matematik statistik bilgisayar programciligi benzer bolumlerden mezun sene java teknolojileri alaninda deneyim kazanmis olan java spring boot spring data hibernate maven rest angularjs react dillerine hakim continuos integration delivery kavramlari hakkinda bilgi sahibi kodlama kalitesine onem veren yogun calisma temposuna adapte olabilecek guclu analiz iletisim becerilerine sahip takim hedeflerine onem gosteren cevik bilince sahip erkek adaylar icin askerligini tamamlamis tecilli olan tanimi agirlikli olarak sirketimizdeki java projelerinde backend agirlikli calismak java mimari konularinda iyilestirme faaliyetlerinde kendisine tanimlanan isleri tamamlamak,yazilim uzmani,bilisim_telekom
14,universitelerin muhendislik statistik matematik ekonometri esdeger bolumlerinden mezun olmus tecrubeli arastirmaya kendini gelistirmeye istekli analitik dusunme becerisine sahip dikkatli planli ozenli calisabilecek front yazilimi konusunda tecrubeli html javascript jquery uygulama gelistirmis reponsive tasarimdan anlayan uygulamasi gelistirmis leri duzey microsoft excel powerpoint bilgi seviyesi tercihen excel bilen liskisel veri tabanlari hakkinda bilgi deneyim sahibi sorgulama bilgisi ileri duzeyde server reporting services ssrs raporlar olusturmus erkek adaylar icin askerlik hizmetini tamamlamis takim calismasina uyum saglayabilecek calisma arkadaslari ariyoruz tanimi finans sektorunun koklu sirketlerinden birinin istiraki olan sektorunun onde gelen varlik yonetim sirketinde buyuk olcekli veri analizinde calisacak veri tabani analisti yazilim uzmani aranmaktadir buyumekte olan sirketimizde kariyer hedefleyen uygun nitelikteki adaylar titizlikle degerlendirilecektir,analist yazilimci,bilisim_telekom
15,marjinal yilindan beri teknolojinin alaninda faaliyet gostermektedir yeni projesi olan sefamerve yilindan yana ticaret sektorunde hizli yukselisi cikmaktadir turkiye basarili ticaret sitelerinden biri olarak gosterilen sefamerve yilindan yana hizmet veriyor ortadogu avrupa dahil olmak uzere ulkeye satis yapan sitenin hollanda subeleri bulunuyor turkiye global ticaret sitesi olmayi hedefleyen sefamerve avrupa birligi uyesi ulkeler haricinde ecommerce europe olarak kabul edilen turk firmasidir sefamerve teknolojinin prestijli odullerinden olan herring global girmeyi basarabilmis turkiye ticaret sitesidir milyonun uzerinde takipci sayisina ulasan sefamerve kullanicilarina kiyafetten aksesuara cocuk giyimden bakim urunlerine kadar bircok farkli secenegi arada sunuyor basarilari buyuyen sefamerve platformunda gorev alacak yeni takim arkadasimizi aramaktayiz universitelerin ilgili bolumlerinden mezun gelistirme kodlama deneyimli modern framework tecrubesi olan gelistirmis oldugu projelerde html html deneyimi olan javascript ajax teknolojilerine hakim yuksek trafikli uygulamalarinda veritabani sorgusu optimizasyonu becerisine sahip servisler konusunda bilgi tecrubeye sahip yapisinin kaliteli surdurulebilir olmasini onemseyen olceklenebilirlik performans kaygilarini onunde bulunduran takim calismasini seven motivasyonu yuksek ogrenmeye kendini gelistirmeye istekli analitik dusunce problem cozme becerilerine sahip planlama takip raporlama iletisim yonleri guclu erkek adaylar icin askerligini yapmis muaf yazilim uzmani arayisimiz bulunmaktadir tanimi htiyac beklentilere uygun olarak ticaret sitemize tanimlanan ozelliklerin gelistirmesinden mevcut ozelliklerin iyilestirlmesinden rapor edilen hatalarin duzeltilmesinden sorumlu ekipte alacaktir,yazilim uzmani,bilisim_telekom
16,turkiye ilac sektorunde emin adimlarla buyuyen sanayi kadrosunda almak icin sayar muhendi aranmaktadir adaylarda aranan ozellikler universitelerin ilgili bolumlerinden bilgisayar muhendisligi veya yazilim konusunda yetkinlige sahip diger lisans bolumleri firmamizin internet sitesininin bastan kurulmasi takibini yapabilecek daha onceden konuda tecrubesi portfoliosu olan yazilim dillerinden birine anlamiyla hakim duzeyde office bilgisi olan arac takip sisteminin gunluk lokasyon analizini yaparak rapor olarak sunabilecek merkez ofis teki teknik altyapinin gelistirilmesi teknik destek saglanmasi server sistemlerinin iyilestirilmesi takim calismasina uyum saglayabilen askerligini tamamlamis letisim becerileri guclu mucadeleci kararli disa donuk yaratici takim arkadasi aramaktayiz,bilgisayar muhendisi,bilisim_telekom
17,universitelerin bilgisayar muhendisligi bilgisayar programciligi veya ilgili bolumlerinden mezun yazilim gelistirme alaninda deneyimli nesne tabanli programlama tasarim kaliplari konularinda bilgi sahibi core entity framework linq proje gelistirmis dapper gibi diger araclari calismis veritabani konusunda bilgili redis rabbitmq elasticsearch konularinda azindan fikir sahibi ajax json jquery bootstrap html konularinda deneyim sahibi angular type script tecrubesi olan mesleki arastirma yapabilecek seviyede ngilizce bilgisi olan veya benzeri source control yazilimi kullanmis yeni teknolojileri takip etme konusunda istekli uygulama konusunda becerili takim calismasina yatkin pozitif yapida iletisimi guclu erkek adaylar icin askerlik hizmetini tamamlamis stanbul anadolu yakasi ikamet eden veya edebilecek tanimi hasel stif makineleri genel mudurlugumuzde yazilim ekibimize bagli olarak sirketimizin ihtiyaclari cercevesinde gerceklestirilmekte olan onumuzdeki donemlerde gerceklestirilecek projelerde back developer olarak gorev yapacak takim arkadasi ariyoruz,back developer,bilisim_telekom
18,cronom nsan kaynaklari olarak danismanligini yurutmekte oldugumuz ortagimiz icin abap developer arayisimiz bulunmaktadir aranilan nitelikler universitelerin ilgili lisans bolumlerinden mezun alaninda minimum sene tecrubeli ngilizce bilgisi ileri seviyede olan tercihen konusunda deneyimli gelisime acik takim calismasina yatkin tanimi yapi ihtiyac analizlerinin yapilmasi abap kodlama standartlarina uygun gelistirmelerin yapilmasi gerekli dokumantasyonun hazirlanmasi,abap developer,bilisim_telekom
19,lcwaikiki markasi turkiye degerli markalar siralamasinda hazir giyim magazacilik sektorunde sirada alan sirketimiz yaklasik milyar ciro hedefi ulkede askin calisani yurtici yurtdisi olmak uzere toplamda uzerinde magazasi turkiye buyuk gruplarindan birisi olarak hizla buyuyor yilinda avrupa basarili giyim perakendecisinden biri olma vizyonumuzu gerceklestirmek uzere hizla buyuyen markamizin tedarik sirketi olan taha giyim icin fason ureti operatoru olarak aramiza katilacak ekip arkadasimizi ariyoruz lisans mezunu office programlarini duzeyde kullanan dikkatli planli planlama organize etme koordinasyon becerilerine sahip takipci sonuc kalite odakli nsan iliskileri guclu erkek adaylar icin askerlik hizmetini tamamlamis tanimi uretimin resmi olarak yurutulebilmesi sistemsel takibinin yapilabilmesi icin kesim bitisinden urunun depoya sevkine kadar olan uretimin sistemsel kayitlarinin gerceklestirmesi firma tarafindan inspection yapilabilmesi icin depoya sevk olmasi gereken urunlerin sevk organizasyonunun yapilmasi,fason ureti operatoru,bilisim_telekom
20,universitelerin bilgisayar muhendisligi matematik muhendisligi veya ilgili bolumlerinden mezun tercihen bankacilik sektorunde temel bankacilik krediler takip surecleri alanlarindan birinde uzerine gelistirmeler yapmis finans sektorune inovatif bakis acisiyla bakabilecek analitik dusunme problem cozme yetkinligine sahip sistematik planli calisan takim calismasina yatkin degisime ogrenmeye acik yaratici sonuc odakli erkek adaylar icin askerlik hizmetini tamamlamis uzun sureli tecilli olan tanimi yurutulen projelerde teknik tasarim gelistime test asamalarinda alabilecek sureclerinin surekli olarak gelismesi kalite standartlarinin artirilmasini saglayacak pozisyonun sorumlusu ihtiyaclarini karsilamak icin uygulama mimari yapi veri tabaninin dizayni gelistirme bakimini ustlenecek diger ekip uyeleri beraber mevcut kodun uzerinde bakim gorevini gerceklestirecek tecrubeli yazilim muhendisi takim arkadaslari ariyoruz,yazilim muhendisi,bilisim_telekom
21,smartiks musterilerine yuksek teknoloji bilesenlerini kullanarak etkin cozumleri uretmek ayni zamanda konularinda uzman kadrosu yazilim gelistirme danismanlik hizmetleri vermek amaci yilinda kurulmustur musteri liskileri yonetim sistemleri zekasi ticaret uygulamalari mobil uygulamalar konularinda bircok ulusal uluslar arasi projeye basari imzasini atan smartiks dogru cozumu kisa surede sunma vizyonu hareket etmektedir adinin kalite ifade edilmesi icin calismalarinda verimliligi hizmet kalitesini daima planda tutarak hizmet sunan smartiks onemli kaynaginin insan olmasi anlayisi kadrosunu surekli guclendirmekte gelistirmektedir gelisen buyuyen ekipte sende almak istiyorsan kidemli java yazilim uzmani ilanimiza basvurmani bekliyoruz genel teli kler universitelerin bilgisayar muhendisligi bolumunden mezun java kurumsal yazilim gelistirme tecrubesi javaee spring spring boot hibernate veya toplink rdbms soap restful teknolojilerle uygulamalari servisleri gelistirme konusunda tecrubeli maven eclipse netbeans intellij yazilim gelistirme araclarina hakim internet protokolleri teknolojileri konularinda bilgi sahibi metodolojisi yazilim tasarimi mimarisi kalitesi konularinda bilgi sahibi takim calismasina yatkin birlikte calistigi ekibin gelismesine onem veren erkek adaylarinin askerligini tamamlamis veya uzatmis olmasi gerekmektedir tanimi yeni projeler icin yazilimlarin gelistirilmesi mevcut yazilimlarda olusan hatalarin giderilmesi eklemelerin yapilmasi mevcut yazilimlarin kodlarini inceleyerek geriye donuk dokumantasyon yapilmasi kodlarin kalite kontrolunun yapilmasi performans iyilestirme calismalarinda bulunulmasi guvenlik iyilestirme calismalarinin yapilmasi,kidemli java yazilim uzmani,bilisim_telekom
22,sektorunde oncu firmamizin stanbul sancaktepe eskisehir ofislerinde calismak uzere universitelerin bilgisayar elektrik elektronik yazilim muhendisligi veya matematik bilgisayar bolumunden mezun java postrgre soket programlama konularinda tecrube sahibi olan seyahat engeli olmayan etkin bicimde kullanabilen tasarim desenleri hakkinda tecrube sahibi katmanli mimari hakkinda tecrube sahibi windows linux isletim sistemleri calismis kaynak sistemleri kullanmis jira kullanmis yogun tempo esnek calisma saatlerine uyum saglayabilecek erkek adaylar icin askerligini tamamlamis veya tecilli olmasi eskisehir ikamet eden analitik dusunme kritik problem cozme becerisine sahip sonuc odakli arastirmaci yeniliklere acik sorumluluk alabilecek kisilige sahip takim arkadaslari aramaktayiz,yazilim gelistirme muhendisi,bilisim_telekom
23,coberon chronos sirketler grubu catisi altinda alan chronos turkiye grubun ofisi uzerinden dunyaya yayilmis secme yerlestirme deneyimli ekibiyle teknik uzman orta duzey yonetici kadrolarinin secme yerlestirmesinde yirmi yili askin suredir fortune sirketleri icin basarili yerli uluslararasi projelere imza atmaktadir danismanligini yapmakta oldugumuz sigortacilik sektorunde faaliyet gosteren lider musteri firmamiz icin yazilim uzmani pozisyonunda arayisimiz bulunmaktadir universitelerin bilgisayar muhendisligi veya esdeger bolumlerinden mezun tercihen sigorta sektorunde tecrubeli yazilim gelistirme algoritma bilgisine sahip javaee temel bilgisi olan entegrasyon json rest services teknolojileri bilgisine sahip analitik bakis acisi olan ekip calismasina yatkin sorumluluk sahibi letisim becerisi guclu tercihen ngilizce bilen erkek adaylar icin tercihen askerlik hizmetini tamamlamis tanimi sigortacilik paketi uretim hasar risk muhasebe eksper uygulama gelistirmelerinin yapilmasi lgili kurumlar arasi servis entegrasyonunun saglanmasindan sorumlu olacaktir firmamiz turkiye kurumu tarih numarali izin belgesi faaliyet gostermektedir,yazilim uzmani,bilisim_telekom
24,enuygun ayda milyon ziyaretcisi milyon sayfa gosterimi online seyahat alaninda turkiye oncu internet sirketidir enuygun ekibi olarak ulkemizde ucak bileti otel kurumsal seyahat otobus bileti alanlarinda kullanicilarimiza mukemmel servisi vermek icin calisiyor wingie markasi altinda global operasyonumuzda milyonlarca seyahat severe uygun seyahat deneyimini sunuyoruz rocket internet kinnevik yatirimi olan sirketimizde genis ekibimizle surekli yeni teknolojiler urunler gelistiriyor verileri analiz ediyor deneyimleri test ediyor daha kullanici deneyimi icin yenilikci adimlar atiyoruz kullanicilarimizla iletisime gecmek icin yeni yontemler olusturuyor olan enstrumanlari sekilde kullaniyoruz onemlisi gunu sonunda milyonlarca enuygun wingie kullanicisi icin deger katan isler yapmis olmanin gururuyla evimize donuyoruz artik global turizm teknoloji markasi olan sirketimizde bizlere deger katarken kendini gelistirmek isteyen software developer ariyoruz pozisyonla turkiye basarili internet projelerinden birini gerceklestiren ekipte alma sansi bulabilirsin pozisyon icin hangi ozellikleri ariyoruz universitelerin ilgili bolumlerinden mezun java python ruby dillerinden birinde deneyim sahibi ozellikle python uzerinde yaptigimiz gelistirmelerde gorev alarak detaylari dile hakim olmak isteyen tercihen unit test integration test tecrubesi olan tercihen tasarim desenleri singleton factory facade ilgili bilgi sahibi olan ekip arkadaslari ariyoruz dunyadaki uygulamalarinin buyuk bolumunu olusturan framework calismak facebook hhvm tecrubesine sahip olmak artificial intelligence machine learning alanlarinda programlama dili olarak onde gelen python kutuphanelerinin kullanim tecrubesini elde etmek istersen hemen basvur senden yapmani istiyoruz yazilim gereksinimlerini karsilayan teknik tasarima uygun enuygun kalite standartlarini karsilayan yazilimlari veya python kullanarak gelistirmeni htiyac dahilinde birim entegrasyon testlerini gelistirmeni calismis oldugun alanla ilgili cikan hatalarin cozumunu saglamani bekliyoruz,software developer,bilisim_telekom
25,artilar dunyasi defacto yilinda calisan sayisina ulasacak defacto mutlulugunu onemseyen sadece mutlulugun icin calisan ekip mutluluk muduru mutluluk kadrolu spor egitmeni spor salonu kaliteli yasam danismani saglikli yasam saglik aradigimiz ozellikler temel fonksiyonlar sana uyuyorsa aramiza hayatina hayatimiza deger birlikte gelecege depar atalim aradigimiz ozellikler universitelerin bilgisayar muhendisligi matematik muhendisligi veya ilgili bolumlerden mezun minimum programlama dili konusunda deneyimli dynamics ortaminda gelistirme entegrasyon yapmis derecede ngilizce bilen microsoft studio konusunda deneyimli liskisel veritabani bilgisine sahip arastirmaci gelismis problem cozme analitik dusunme yetenegine sahip takim calismasina yatkin sorumluluk sahibi yogun dinamik calisma ortamina uyum saglayabilecek tercihen surecleri konusunda bilgi sahibi tercihen application integration framework business connector data migration framework service konularinda deneyimli erkek adaylar icin askerlik hizmetini tamamlamis temel fonksiyonlar defacto teknoloji firmasi bunyesinde dynamics yazilimi icin yazilim ekibinde dynamics axapta developer olarak almak devam eden veya baslayacak projelerde aktif almak kullanicilardan gelen gelistirme rapor taleplerini dynamics analistleriyle birlikte gerceklestirmek yapilmasi planlanan yurtdisi lokalizasyon dynamics finance operations projelerinde aktif oynamak,dynamics axapta developer,bilisim_telekom
26,stanbul merkezli finansal yazilimlar ureten sirketimizin zmir ofisinde gorevlendirilmek uzere takim calismasina devamli ogrenmeye acik developer aramaktayiz yaklasiminda mimarisinde yazilim gelistirmis laravel framework hakim restful mimarisi uzerine tecrube sahibi third party entegrasyonlar uzerine bilgi sahibi mysql uzerine bilgi sahibi versiyon control sistemleri calismis gitlab github bitbucket dokumantasyonlari sorunsuz anlayacak duzeyde ngilizce bilen cevresine yaptigi saygisi olan takim arkadaslari ariyoruz,yazilim uzmani,bilisim_telekom
