calisma_sekli,departman,egitim,genel_nit_is_tanimi,ilan_baslik,label,sehir,sektor,sirket_adi,tecrube
Sürekli / Tam zamanlı,Sağlık,,"HASTA BİLGİ MERKEZİ HEMŞİRESİ, 2007 yılında kurulmuş olan Innovex, global ölçekli, alanında lider bir firma olarak ilaç sektörüne yenilikçi çözümler ile yüksek kalite standartlarında ‘’Hasta Destek ve Eğitim Hizmetleri’’ sağlamaktadır. , Innovex bir IQVIA kuruluşudur. ,Innovex'in yürüttüğü/yürüteceği bir projede görevlendirilmek üzere; sağlık profesyonellerine ve hastaya kullandığı ilaçla/medikal cihazla ilgili, telefonla eğitim verebilecek, sağlık profesyonellerinden ve hastalardan gelecek çağrı ve telefonları yanıtlayarak çözüm üretecek, aşağıda yer alan niteliklere sahip ,HASTA BİLGİ MERKEZİ HEMŞİRESİ ,aramaktayız.,Adaylarda aranılan özellikler:,Eğitim kurumlarının hemşirelik, ebelik, ATT bölümlerinden mezun (SML; MYO, Lisans) ,Tercihen lisans mezunu,,Çözüm odaklı, ,MS Office programlarını aktif kullanabilen, ,İletişim becerileri yüksek,,Dışa dönük, ,Öğrenmeye açık, ,Detaylara önem veren,,Sistematik çalışabilen,,Beykoz, Kavacık'ta, bulunan merkez ofiste çalışabilecek adayların bu ilanımıza başvuru yapmaları rica olunur.",Hasta Bilgi Merkezi Hemşiresi,saglik,İstanbul(Asya)(Beykoz),"Sağlık, İlaç Sanayi, Medikal Ürünler, Sağlık Hizmetleri",İnnovex Sağlık Ürünleri Pazarlama Hizm. Ve Danış.,En az 2 yıl tecrübeli adaylar
,,,"Tıbbi Mümessil, Innovex; ilaç sanayi, biyoteknoloji ve tıbbi cihaz alanında faaliyet gösteren firmalara yenilikçi satış çözümleri, yüksek kalitede satış takımları oluşturmaktadır. Günümüz belirsiz iş ortamında en önemli ihtiyaç olan esnekliği sağlayan dünyanın lider ticari çözümler organizasyonu firmasıdır. , ‘Innovex bir IQVIA kuruluşudur.’ , Hijyenik Ürünler ‘’Bebek Bezi & Hijyenik Ped & Hasta Bezi’’ alanında görevlendirilmek üzere Reçeteli Ürünler , Medikal Cihaz veya OTC pazarlarında deneyimli ,Tıbbi Mümessil, aranmaktadır. , Adaylarda aranılan özellikler: ,Satış Temsilciliğinde en az 2 yıl deneyimli, ,Üniversite ya da yüksek okul mezunu, ,Tercihen; Reçeteli İlaç, OTC veya Medikal Cihaz sektöründe deneyimli, ,Tıbbi ve Medikal Bilgi ve Becerisi yüksek, ,MS Office Programlarına hakim, raporlama becerisi yüksek, ,İkna kabiliyeti yüksek, satış becerisine sahip, stresle baş edebilen, ,Ekip çalışmasına uyumlu, gelişmeye ve yeniliklere açık, ,Yoğun çalışma temposuna uyum sağlayabilecek, ,B sınıfı sürücü belgesine sahip ve aktif araç kullanabilen, ,Erkek adaylar için askerlik görevini tamamlamış, ,Seyahat engeli bulunmayan adayların ilana başvuru yapmaları rica olunur. ,İŞ TANIMI ,Hedefleri doğrultusunda, sorumlu olduğu bölgede mevcut olan Doktor ve eczane ziyaretlerinde bulunarak, marka ürünlerinin tanıtım ve satış faaliyetlerini yerine getirmek, ,Sorumlu olduğu müşteriler ile firma ilişkilerimizin sağlıklı ve düzenli bir şekilde sürdürülmesini sağlamak, ,Yeni müşteri portföyü oluşturmak, ,Ürünlere yönelik tanıtım ve satış faaliyetlerini yönetmek, ,Belirlenen tanıtım ve satış hedefleri doğrultusunda, çalışma planını (Günlük/Haftalık/Aylık) oluşturmak ve uygulamak, ,Pazar rakiplerinin takibini ve raporlamasını yapmak. ",Tıbbi Mümessil,saglik,,,İnnovex Sağlık Ürünleri Pazarlama Hizm. Ve Danış.,
Uzman,Sürekli / Tam zamanlı,,"Eğitim verme tecrübesine sahip, , Takım çalışmasına yatkın, ,İletişim becerileri güçlü, ,Planlama ve raporlama becerileri gelişmiş, , Ms Office iyi derecede kullanabilen, , İnsan ilişkilerinde başarılı, İletişim becerileri yüksek, , İş sağlığı ve güvenliği ile ilgili yasal mevzuatlara hakim, saha uygulamaları konusunda deneyimli, , Aktif araç kullanabilen İş Güvenliği Uzmanları aramaktayız. , Sorumluluğunu taşıdığı projelerde işyerinin bütün bölümlerinde, iş sağlığı ve güvenliği mevzuatına ve genel iş güvenliği kurallarına uygun olarak faaliyetlerin yürütülmesini sağlamak, iş güvenliği ile ilgili faaliyetlerin takibini yapmak, , Görevi gereği işyerinin bütün bölümlerinde iş sağlığı ve güvenliği konusunda inceleme ve araştırma yapmak, gerekli bilgi ve belgelere ulaşmak ve çalışanlarla görüşmek, , Hizmet vermiş olduğu firmalara yönelik iş güvenliği eğitimi, risk değerlendirme, acil durum planı ve danışmanlık hizmetlerini yürütmek, Risk değerlendirme sonuçlarını da dikkate alarak, ani veya yakın tehlike durumları ve kazaların potansiyelini tanımlayan ve bunlara ilişkin risklerin nasıl önleneceğini gösteren acil durum planlarını hazırlamak.",İş Güvenliği Uzmanı,saglik,,Ortak Sağlık Güvenlik Birimi,ERAT İŞ SAĞLIĞI VE GÜVENLİĞİ DEN.EĞT.DAN.TİC.LTD,
,,,"EĞİTİM HEMŞİRESİ, 2007 yılında kurulmuş olan Innovex, global ölçekli, alanında lider bir firma olarak ilaç sektörüne yenilikçi çözümler ile yüksek kalite standartlarında ‘’Hasta Destek ve Eğitim Hizmetleri’’ sağlamaktadır. , Innovex bir IQVIA kuruluşudur. ,Innovex'in yürüttüğü enteral beslenme alanındaki bir projede görevlendirilmek üzere; sağlık profesyonellerine ve hastaya kullandığı medikal cihazlarla ilgili, klinikte veya evde; yüz yüze veya telefonla eğitim verebilecek, kullanılan medikal cihazlar ya da hastalık konusunda farkındalık kazandırarak tedaviye uyumun artırılmasında katkıda bulunacak; aşağıda yer alan niteliklere sahip ,EĞİTİM HEMŞİRESİ, aramaktayız.,Adaylarda aranılan özellikler:,Eğitim kurumlarının hemşirelik, ebelik, ATT bölümlerinden mezun (SML; MYO, Lisans) ,Tercihen lisans mezunu ve hasta destek, hasta eğitim projelerinde deneyimli, ,Ev ziyaretleri yapabilecek, ,Aktif seyahat edebilecek ve seyahat engeli bulunmayan, ,Çözüm odaklı, ,MS Office programlarını aktif kullanabilen, ,İletişim becerileri yüksek,,Dışa dönük, ,Öğrenmeye açık, ,B sınıfı sürücü belgesine sahip ve aktif olarak araç kullanan adayların ilanımıza başvuru yapmaları rica olunur.",Eğitim Hemşiresi ,saglik,,,İnnovex Sağlık Ürünleri Pazarlama Hizm. Ve Danış.,
,,"Üniversite(Mezun), Yüksek Lisans(Mezun), Doktora(Öğrenci), Doktora(Mezun)","Klinik psikoloji yüksek lisans/ Doktora eğitimlerini tamamlamış, ,Tercihen EMDR terapisi ve oyun terapisini aktif olarak uygulayan (çocuk ve ergen terapistleri için.),Branşıyla ilgili bilimsel gelişmeleri takip eden, yöntem, teknik ve teknolojilere hakim,,En az iki psikoterapi yaklaşımında deneyim sahibi, ,Psikolojik test uygulamalarına hakim, ,En az 5 yıl psikoterapi tecrübesi olan, ,İyi derecede ingilizce bilen, ,İletişim yönü güçlü, pozitif, takım çalışmasına uyumlu, ,Yeniliğe ve öğrenmeye açık, ,Yarı veya tam zamanlı görev alabilecek, ,Bahçeşehir'e ulaşım sorunu olmayan ,İŞ TANIMI,İstanbul Bahçeşehir'de bulunan PSİKOLAJ Psikolojik Gelişim Eğitim ve Danışmanlık Merkezi'mize, Çocuk ve Ergen, Yetişkin ve Aile  Terapisi alanlarında uzman psikologlar alınacaktır.",Uzman Klinik Psikolog,saglik,,,"Psikolaj Psikolojik Gelişim, Eğitim ve Danışmanlık",En az 5 yıl tecrübeli adaylar
Sürekli / Tam zamanlı,Sağlık,"Üniversite(Öğrenci), Yüksek Lisans(Mezun), Üniversite(Mezun)","Üsküdar Acıbadem de bulunan Estetik ve Plastik cerrahi kliniğinde tam zamanlı çalışmak üzere :,Üniversitelerin ilgili bölümlerinden mezun olmuş, ,Hasta ve Müşteri İlişkileri alanında tecrübeli, ,Çok iyi düzeyde ,İngilizce ve Fransızca, üçüncü dil olarak tercihen Rusça, ,dilbilgisine sahip,,MS Office Programlarını etkin kullanabilen,( raporlama ve sunum yapabilecek düzeyde ),Diksiyonu düzgün, prezantabl, dinamik, ,İletişim becerisi yüksek. ,Uluslararası hasta süreçlerinin takip edilmesi ve hasta memnuniyeti sağlanması,",Uluslararası Hasta İlişkileri Sorumlusu,saglik,,Sağlık,EVREN HELVACI,Tecrübeli ya da tecrübesiz adaylar
,,,"Çocuk sağlığı ve hastalıkları branşında uzman tıp doktoru olan, ,Tercihen Çocuk Nörolojisi alanında üst ihtisası olan, ,Branşı ile ilgili bilimsel gelişmeleri takip eden, ,Kaliteli hizmet anlayışını benimseyen, ,Hasta güvenliği ve hasta memnuniyetine önem veren ,Ekip çalışmasına yatkın, iletişim yeteneği yüksek, ,Sağlık uygulamalarındaki bilgisayar programlarının kullanımında deneyimli ,Dinamik bir çalışma ortamının gerektirdiği esnekliğe sahip, ,Tam zamanlı görev yapabilecek ,Erkek adaylar için askerlik hizmetini tamamlamış, ,Anadolu yakasında ikamet eden veya edebilecek, ,İŞ TANIMI,Çocuk Sağlığı ve Hastalıkları ",ÇOCUK SAĞLIĞI VE HASTALIKLARI UZMANI,saglik,,,NP İstanbul Beyin Hastanesi,
Sürekli / Tam zamanlı,Sağlık,,"Başkent Üniversitesine bağlı olarak ,Alanya,’da faaliyet gösteren 120 yataklı Uygulama ve Araştırma Merkezi’mizde görev yapmak üzere;, , ,Tam zamanlı çalışabilecek, ,Bilimsel gelişmeleri yakından takip eden, ,Güleryüzlü ve iletişimi güçlü, ,Hasta memnuniyetine önem veren, ,KHK ,ile ilişiği olmayan , ,Fizik Tedavi ve Rehabilitasyon Uzmanı, ,aranmaktadır., ",FİZİK TEDAVİ ve REHABİLİTASYON UZMANI,saglik,Antalya,Sağlık,Başkent Üniversitesi Alanya Uygulama ve Araş. Mer.,
Uzman,Sürekli / Tam zamanlı,,"Alanya,Bilimsel gelişmeleri yakından takip eden, ,Güleryüzlü ve iletişimi güçlü, ,Hasta memnuniyetine önem veren, ,Tam zamanlı görev yapabilecek ,KHK ,ile ilişiği olmayan ,Kardiyoloji Uzmanları",KARDİYOLOJİ UZMANI,saglik,,Sağlık,Başkent Üniversitesi Alanya Uygulama ve Araş. Mer.,Tecrübeli ya da tecrübesiz adaylar
,,,"Başkent Üniversitesine bağlı olarak ,Alanya,’da faaliyet gösteren 120 yataklı Uygulama ve Araştırma Merkezi’mizde görev yapmak üzere;, , ,Tam zamanlı çalışabilecek, ,Bilimsel gelişmeleri yakından takip eden, ,Güleryüzlü ve iletişimi güçlü, ,Hasta memnuniyetine önem veren, ,KHK ,ile ilişiği olmayan , ORTOPEDİ ve TRAVMATOLOJİ UZMANI ,aranmaktadır.",ORTOPEDİ ve TRAVMATOLOJİ UZMANI,saglik,,,Başkent Üniversitesi Alanya Uygulama ve Araş. Mer.,En çok 10 yıl tecrübeli adaylar
,,,"GENEL NİTELİKLER VE İŞ TANIMI,Ankara İl’inde hizmet veren Ortak Sağlık ve Güvenlik Birimimizde çalışacak Tam Süreli “C sınıfı İş güvenliği Uzmanı” arıyoruz. ,Nitelikler; ,·,       ,C Sınıfı İş güvenliği Uzmanlığı Sertifikasına sahip, ,·,       ,İSG mevzuatına hakim,,·,       ,B sınıfı sürücü belgesine sahip,,·,       ,MS Office uygulamalarına hakim,,·,       ,Erkek adaylar için askerlikle ilişiği bulunmayan,, ,İŞ TANIMI,·,       ,İş güvenliği ile ilgili mevzuatlara uygun olarak sorumlusu bulunduğu projelerde gerekli çalışmaların yapılmasının sağlanması,,·,       ,Risk analizleri yapılması ve gerekli tedbirlerin alınmasının sağlanması,,·,       ,Çalışanlara mevzuata uygun İş Sağlığı ve Güvenliği Eğitimlerinin planlanması ve eğitimlerin verilmesi,,·,       ,Acil durum planlarının hazırlanması, acil durum ekiplerinin oluşturulması, acil durum tatbikatlarını yapılması,,·,       ,İşyerinde iş sağlığı ve güvenliği yönünden yapılması gereken periyodik bakımların plânlanması ve uygulamada gerekli kontrollerin yapılması,,·,       ,İşyerinde kaza, yangın veya patlamaların önlenmesi için mevzuata uygun çalışmalar yapılması ve gerekli kontrollerin gerçekleştirilmesi,·,       ,Çalışma ortamı gözetiminin sağlanması.",İş Güvenliği Uzmanı,saglik,,,RİSK MÜhendislik Eğitim Danışmanlık San.ve Tic.Lt,Tecrübeli ya da tecrübesiz adaylar
,,,"VEM İLAÇ; Yaşam kalitesini yükseltmek için kaliteli ve ileri teknoloji gerektiren ilaçları tıbbın hizmetine sunmayı amaç edinmiştir.,Vem ilaç; Diyaliz, Göğüs Hastalıkları, Pediatri, Allerji-Immünoloji,  Nefroloji, Gastroenteroloji, Dermatoloji, Ortopedi, Fizik Tedavi, Kardiyoloji, Anestezi, Yoğun Bakım, Akut ürünler gibi birçok alanda Türkiye genelinde faaliyet göstermekte olup, satış hacmine bakmaksızın çok önemli sağlık sorunlarının tedavilerinde olmazsa olmaz ilaçları tespit ederek bu alandaki ihtiyaçları da karşılamaya çalışmaktadır.,İstikrarla ve hızla büyüyen organizasyonumuza değer katacak, aşağıdaki niteliklere sahip;   ,Diyaliz Grubumuz için,  İstanbul Avrupa Yakası ,ilinde görevlendirilmek üzere takım arkadaşları aramaktayız.,·         Tercihen Üniversite mezunu,,.         ÜTT sertifikası olan,,·         İlaç sektöründe Tıbbi Satış Mümessili alanında en az 2 yıl deneyimli,,·        , ,Diyaliz ,ürün grubu tecrübesi olan,,·         Vem İlaç'ın ürün portföyüne uygun alanlarda çalışmış,,·         Başarma arzusu yüksek ve sonuç odaklı,,·         Sözlü ve yazılı iletişim becerisi gelişmiş,,·         Yoğun çalışma temposuna ayak uydurabilecek,,·         Ekip çalışmasına yatkın,,·         Sürücü belgesine sahip ve aktif olarak araç kullanabilen,,·         Seyahat engeli olmayan,,·         Askerlik hizmetini tamamlamış (Erkek adaylar için )",Tıbbi Satış Mümessili (Diyaliz Grubu),saglik,,,Vem İlaç San. ve Tic. A.Ş.,
