,genel_nit_is_tanimi,ilan_baslik,label
10,universitelerin hukuk fakultelerinden mezun canakkale bolgesinde calisacak seyahat engeli olmayan aktif arac kullanabilen mesleki deneyimi olan hukuku ticaret borclar hukuku alaninda tecrubeli temsil kabiliyeti olan tercihen ngilizce bilen office programlarina hakim erkek adaylar icin askerlik hizmetini tamamlamis tanimi sirketimizin faaliyet alanina giren davalarin yasal takiplerini ilgili sureclerin sirket menfaatlerine uygun yurutulmesini saglamak resmi ozel kurumlarla gerekli adli yazismalarin yapilmasini saglamak sirketimizle ilgili muzakerelerde ilgili birime hukuki destek saglamak sirketimiz bunyesindeki ilgili departmanlarla koordineli sekilde calisilmasi talep edilen konularda hukuki gorus verilmesi gerektiginde onleyici faaliyetlerin sunulmasini saglamak sirket sozlesmelerin sartnamelerin protokollerin ilgili mevzuatlarin yasal prosedurlere sirket menfaatine uygun hazirlanmasini saglamak hukuki kanuni degisiklikleri takip ederek sirket yapisina uyarlanmasini saglamak gerektiginde ihtarname karar islemlerin belgelerini hazirlanmasini saglamak,avukat,hukuk_avukat
11,zincirlikuyu bulunan ofisimizde banka finans kuruluslarinin gecikmis alacaklarinin takibi tahsili icin calisan hukuk buromuzda dosya davalarinin takibinde gorevlendirilmek uzere flas hukuku alaninda tercihen yillik tecrube sahibi takim calismasina yatkin sonuc odakli calisan sorumluluk alabilecek arastirma yapmayi problem cozmeyi seven verilen isin takibini basindan sonuna kadar yapabilecek sonuclandiracak adliye resmi kurumlarda surec takibi yapacak muvekkillere gerekli bilgilendirme raporlama yapabilecek sehir disina cikma seyahat engeli bulunmayan sorumlulugunda olan dava dosyalariyla ilgili turlu islemi yapacak takip sureclerini yonetip yonlendirebilecek avukat meslektas arayisimiz bulunmaktadir,avukat,hukuk_avukat
12,hukuk fakultesinden mezun avukatlik stajini tamamlamis derecede ngilizce bilgisine sahip office programlarini etkin duzeyde kullanabilen tercihen kvkk surecleriyle ilgili bilgi sahibi lojistik sektorunde sirket avukatligi yapmis lojistik davalariyla ilgilenmis yogun calisma temposuna uyum saglayabilen seyahat engeli olmayan etkin iletisim becerisine sahip erkek adaylar icin askerlik hizmetini tamamlamis tanimi,avukat,hukuk_avukat
13,universitelerin hukuk fakultelerinden mezun tercihen yuksek lisans derecesine sahip bankacilik hukuku sirketler hukuku sermaye piyasasi hukuku bilisim hukuku ticaret hukuku uluslararasi hukuk alanlarinda faaliyet gosteren tercihen uluslararasi sirketler veya hukuk burolarinda staj suresi haric deneyime sahip derecede ngilizce bilen office uygulamalarina hakim cozum odakli takim calismasina yatkin askerlik hizmetini tamamlamis veya tecilli tanimi standart sozlesmeler kredi sozlesmeleri haric bankacilik hizmet sozlesmeleri hazirlamak islemin muhatabi karsi taraf ilgili musteri ilgili sozlesmeyi muzakere etmek gerektiginde akdedilmis sozlesmeleri tadil etmek ozlesmelerin olusturulmasi asamasinda islemlere iliskin detay gerekliliklerin ortaya konulmasi amaciyla organize edilen toplantilara katilmak hukuki gorus bildirmek uygun yontemin tespiti hususunda teklifte bulunmak ulusal mevzuati yargi kararlarini takip etmek degisikliklere gore bankanin uygulamasinin duzeltilmesi icin gerekli gorusleri vermek hukuk grubumuzun ozellikli sozlesmeler bolumunde gorevlendirilmek uzere avukat arayisimiz bulunmaktadir,ozellikli sozlesmeler avukati,hukuk_avukat
14,efes varlik yonetim tahsili gecikmis alacaklari banka diger finansal kuruluslardan devir alarak borc sahibi musterilerine cozum odakli hizmet sunarak odeme kolayligi saglamaktadir guclu istikrarli sekilde buyuyen sirketimizde uzun vadeli kariyer hedefleyen adaylar titizlikle degerlendirilecektir tanimi universitelerin hukuk fakultelerinden mezun minumum yillik avukatlik tecrubesine sahip dava takibi hukuki gorus hazirlama icra takibi acma sureclerini yurutme tecrubesi olan microsoft ofis programlarini etkin kullanabilen problem cozme yetenegi gelismis sonuc odakli calisabilen duzenli raporlama yapabilen uyap sisteminden aldigi bilgiler dogrultusunda icralarda dosya takibi yapacak seyahat engeli olmayan erkek adaylar icin askerlik hizmetini tamamlamis anadolu yakasinda ikamet eden adaylarin basvurulari degerlendirme alinacaktir,avukat,hukuk_avukat
15,anadolu yakasi atasehi bulunan hukuk buromuza caret hukuku flas hukuk alaninda deneyi avukat hdami saglanacaktir yillik mesleki deneyim ticaret hukuku hukuku flas hukuku alaninda uzman durusma tecrubesi olan exel bilgisine sahip seyahat engeli olmayan erkek meslekdaslarimiz yonunden askerlik sorunu bulunmayan disiplinli yazili sozlu ifade yetenegi yuksek takim calismasina yatkin cozum odakli calisan gerektiginde insiyatif alabilmek suretiyle sorumluluk alma yetkisine sahip tanimi hukuk buromuz nezdinde hukuki danismanlik verilen sirketlerin tirazin iptali davalarinin acilmasi takibi durusmalara istirak edilmesi ticari davalarin takibi davalarinin takibi hukuki danismanlik hizmeti verilen sirketlerin dosyalarinin takibini ustlenen icra takip personellerinin denetimi planlamasi sonu icra dosyalarinin raporlanmasi,avukat,hukuk_avukat
16,stanbul kartal alan hukuk buromuzda gorevlendirilmek uzere universitelerin hukuk fakultelerinden mezun kvkk hukuku alaninda yillik avukatlik tecrubesine sahip planlama takip yetenegi guclu office uygulamalarini etkin sekilde kullanabilen disiplinine onem veren ekip calismasinda uyumlu erkek adaylar icin askerlik gorevini tamamlamis kvkk uyum calismalarinda aktif calismis hukuku avukati arayisimiz bulunmaktadir anadolu adliyesine yakin olan dumankaya vizyon rezidansin uzerinde katinda bulunan ofisimizde deneyimli sorumluluk alabilecek calisma arkadasi aramaktayiz hafta sonu calismamiz yoktur,avukat,hukuk_avukat
17,danismanligini yaptigimiz uzun yillardir ankara faaliyet gosteren sektorun liderlerinden olan firmada gorevlendirilmek uzere asagidaki yetkinliklere sahip sirket avukati aranmaktadir genel nitelikler universitelerin hukuk fakultesinden mezun avukatlik stajindan sonra buyuk olcekli firmalarda sirket avukati olarak calismis arastirmaci sorumluluk duygusu yuksek takip sonuclandirma konusunda yetkin letisim ikna yetenegi guclu kurumsal temsil yonu kuvvetli inisiyatif alabilen office programlarini derecede kullanabilen analitik verileri yorumlayabilen hizli sonuca gidebilen dikkatli sunum yapabilen degisime acik ankara ikamet eden askerlik hizmetini tamamlamis surucu belgesine sahip aktif arac kullanabilen tanimi sirketin turk ticaret kanunu borclar kanunu kanunu gibi hukuk konularinda bilgi sahibi olmak yonlendirmeler yapmak hukuki surecleri yonetmek mevzuat yargitay yuksek mahkeme kararlarini duzenli olarak takip etmek sirketin zamanli hukuki danismanligini yapmak sirket ilgili dogabilecek turlu hukuki durumlarla ilgili gerekli mudahalede bulunmak genel kurul sirkuleri yonerge gibi kapsamindaki isleri takip etmek yonetim kurulu kararlarini hazirlamak sirket sozlesmelerini gozden gecirmek veya hazirlanmak gerektiginde hukuki sureci takip etmek birimlere hukuki sureclerde destek vermek koordineli calismak dava durusma icra takip sureclerinde sirketi temsil etmek sirket lehine aksiyonlar almak,sirket avukati,hukuk_avukat
18,genel teli kler tanimi kastamonu bulunan avukatlik buromuzda gorevlendi lmek uzere ofis icerisinde telefonla arama yaparak gelen cagrilari yanitlayarak takibini yuruttugumuz takip dosyalarina tahsilat saglayacak sozlu iletisim becerisi guclu caliskan konuda kendini gelistirecek adalet meslek yuksek okulu mezunu kastamonu merkez ikamet eden hukuk sekreterleri aramaktayiz,adalet yuksekokulu mezunu hukuk sekreteri,hukuk_avukat
19,hukuk hizmetleri sektorunde yerli yabanci muvekkillerine yildir hukuki hizmetler vermektedir profesyonellik kalite prensiplerine dayali anlayisi titiz calismalariyla muvekkillerini memnun etmeyi amaclayan ofistir faaliyetlerini gelistirmek etkinlestirmek ileri hedeflerine ulasmak uzere katki saglayacak ortaklik sistemine uyum saglayabilecek arkadaslari aranmaktadir avukatlik ruhsatina sahip olmak yapmis olmak arabuluculuk yetkisine sahip olmak tercih sebebidir dava avukatligi durusma tecrubesi olmak staj haric tecrubeli olmak derecede ngilizce bilmek almanca spanyolca baska ikinci tercih sebebidir muvekkil odakli calisabilmek girisimci ruha sahip olmak ekip uyesi olabilmek letisim becerisi yuksek guler yuzlu olmak analitik dusunebilmek ogrenme odakli olmak kendisini yazarak ifade edebilmek seyahat edebilmek siki gerekirse esnek calisabilmek ofis programlarini kullanabilmek benzer programlari ogrenebilmek erkek adaylar icin askerlik hizmetini tamamlamis olmak,avukat,hukuk_avukat
20,universitelerin hukuk fakultelerinden mezun avukatlik ruhsatini almis alaninda deneyim sahibi ozellikle sozlesme hazirlanmasi sirket danismanligi konusunda deneyim sahibi ticaret hukuku borclar hukuku hukuku tuketici mevzuatina hakim dava icra takibi deneyimi olan titiz dikkatli calisan uyap sistemine hakim office programlarini etkin kullanabilen derecede yazma konusma konusunda ngilizce bilgisine sahip avukat pozisyonunda faaliyet gosterecek prezentabl takim arkadasi ariyoruz,avukat,hukuk_avukat
21,nsaat enerji turizm medya madencilik sektorlerinde faaliyet gosteren firmamizin ankara merkez ofisinde gorevlendirilmek uzere universitelerin hukuk fakultelerinden mezun kurumsal firmalarin hukuk departmanlarinda gorev almis avukatlik stajini tamamladiktan sonra tecrube edinmis durusma tecrubesi olan tercihen leri duzeyde ngilizce mesleki ngilizce bilen zamanli gorev alabilecek ozellikle hukuku ticaret hukuku sozlesmeler konusunda tecrubeli sirketlerin hukuk departmanlarinda kariyer hedefleyen sistematik duzenli takim calismasina yatkin ankara ikamet eden edebilecek erkek adaylar icin askerlik gorevini tamamlamis sirket avukati arayisimiz bulunmaktadir,avukat,hukuk_avukat
22,bachelor degree degree obtained from will asset minimum years experience fields corporate real estate contracts firm corporate legal department negotiation reviewing drafting skills wide variety contracts both english turkish excellent communication skills both verbally writing,avukat,hukuk_avukat
23,universitelerin hukuk bolumunden mezun tecrubesi olan ozellikle hukuku ticaret hukuku borclar hukuku flas hukuku medeni hukuk deniz hukuku konularinda tecrubeli konularda dava takip deneyimi olan dosyasi takip deneyimi olan ekip calismasina uyumlu iletisimi kuvvetli sonuc odakli disiplini yuksek proaktif zaman yonetiminde basarili seyahat engeli olmayan sehir disi durusmalara katilabilecek tercihen ngilizce bilen tanimi sirketin taraf oldugu dava icra dosyalarinin takibi takip edilen dosyalarin duzenlenmesi sirket yonetimine aylik olarak raporlama yapilmasi sozlesmeli avukatlarla koordinasyonun yurutulmesini saglamak sirketteki birimlere hukuki riskler konusunda destek verilmesi gorus bildirilmesi sirketin idari mercilerle olan yazismalarinin yurutulmesi mevzuat takibi uyum calismalarinin yapilmasi,avukat,hukuk_avukat
24,farkli sektorlerde faaliyet gosteren firmamizin bursa ilindeki tesisinde gorevlendirilmek uzere universitelerin hukuk fakultelerinden mezun kurumsal firmalarin hukuk departmanlarinda gorev almis avukatlik stajini tamamladiktan sonra tecrube edinmis durusma tecrubesi olan tercihen leri duzeyde ngilizce mesleki ngilizce bilen zamanli gorev alabilecek ozellikle hukuku konusunda tecrubeli sistematik duzenli takim calismasina yatkin erkek adaylar icin askerlik gorevini tamamlamis sirket avukati arayisimiz bulunmaktadir,avukat bursa,hukuk_avukat
25,lojistik sektorunde yildir faaliyet gosteren sektorun oncu kuruluslarindan olan sirketimizin genel merkezinde gorevlendirilmek uzere avukat arayisimiz bulunmaktadir universitelerin hukuk fakultelerinden mezun fazla tecrubesi olan sirketler hukuku hukuku hakim arabuluculuk gorusmeleri konusunda tecrubeli letisim becerileri kuvvetli analitik dusunce yapisina sahip cozum odakli hizli detaya onem veren takibi raporlama takim calismasi zaman yonetimi konularinda yetkin office programlarini uyap bagli programlara hakim baskaca hukuk yazilimlarini kullanmis yogun temposuna uyum saglayabilen seyahat engeli olmayan zamanli tanimi sirketin ihtiyac duydugu turlu hukuki islemlerin takibi sonuclandirilmasi hukuka uygunlugun denetlenmesi gerektiginde turlu ihtarname beyan ihbarnameler hukuken baglayici belgelerin hazirlanmasi muzakere islemlerinin yurutulmesi bagli dava takipli islerin yurutulmesi resmi idari makamlarca yapilan ucuncu kisilerce sirkete gonderilen hukuk departmanini ilgilendiren taleplere cevap yazisi hazirlanmasi yonetici onayina sunulmasi sozlesmelerin sistem uzerine kaydedilmesi takibi yonetimi risklerin tespiti yenilenmesi gerektiginde guncellenmesi sozlesmelerin arsivlenmesi tasfiyesi sonlandirilmasi ilgili sureclerin takip edilmesi hukuk departmanina raporlamalarin duzenli olarak hazirlanmasi niteliklerine sahip adaylarin basvurularini beklemekteyiz,avukat,hukuk_avukat
26,nazali kamu ozel sektor tecrubesine sahip ortak calisanlari hukuk vergi sosyal guvenlik gumruk alanlarinda uzmanlasmistir dinamik alaninda uzman tecrubeli ekibiyle kisa surede bircok yerel uluslararasi firma calisan nazali temel ustunlugu hukuk birlikte mali teknik konularin olasi boyutlarini arada degerlendirerek musteri muvekkillerine cati altinda kapsamli hizmet sunabilmesidir nazali hukuk birlikte ilgili hukukun ilgili alanini ilgilendiren teknik mali birimler arada calisarak uygun cozumu muvekkillere sunabilmektedir kapsamda hukuk danismanligina yonelik konularda avukatlarimiz vergi finans gumruk teknik uzmanlar calismaktadir sirketler hukuku departmanimizda gorevlendirilmek uzere avukat kidemli avukat pozisyonunda arayisimiz bulunmaktadir genel teli kler universitelerin hukuk fakultelerinden mezun olmus leri seviyede ngilizce bilgisine sahip kisisel verilerin korunmasi kanunu yururluge girdigi tarih olan yilindan yana yogun sekilde projeler yurutmus aylik danismanlik sair sureclerine yonelik sureclerde aktif sekilde almis projelerin asamasinda aktif sekilde gorev almis alaninda tecrubesi bulunan tercihen sirketler hukuku ticaret hukuku bilisim teknoloji hukuku alaninda calismalar yurutmus ekip calismasina yatkin yogun calisma ortamina uyum saglayabilen sorumluluk sahibi detaylara onem veren seyahat engeli olmayan adaylarimizin basvurularini bekliyoruz tanimi kapsaminda uyum projelerinde aktif alinmasi muvekkillere danismanlik hizmeti verilmesi kisisel veri sleme envanterlerinin olusturulmasi bilgi guvenligi kisisel verileri koruma hukuku alanindaki diger konularda uzman goruslerin aktarilmasi kvkk haricinde sirketler ticaret hukukunun diger alanlarinda proje danismanlik hizmetlerinin verilmesi,avukat,hukuk_avukat
