,genel_nit_is_tanimi,ilan_baslik,label
10,tercihen universite mezunu sektorunde benzer pozisyonda uzeri deneyimli kardiyoloji uroloji urunlerinde kronik pazarda calismis sertifkasina sahip office programlarini etkin kullanabilen letisim becerisi yuksek insan iliskilerinde basarili aktif dinamik takim calismasina yatkin hedef satis odakli calisan surucu belgesine sahip aktif arac kullanabilen seyahat engeli bulunmayan erkek adaylar icin askerlik gorevini tamamlamis tanimi tibbi urun tanitim satis temsi,tibbi urun tanitim satis temsi turkiye,tibbi_tanitim
11,bulundugu cevresinde veya verilecek bolge dahilinde confort ostomi negatif basincli yara tedavi sistemleri markasini temsil edecek hastane hekim calismalari yaparak confort marka urunlerin uygulamasini gerceklestiricek veya bayi hastane yonetimi koordine edebilecek uygun takim arkadaslari aramaktayiz tercihen yillik universite mezunu tercihen medikal sektorde vakum yardimli yara tedavi sistemleri ostomi alanlarinda deneyimli tibbi cihaz veya ilac sektorunde deneyimli nsan iliskilerinde basarili iletisim becerisi yuksek basarma azmi yuksek dinamik gelismeye acik surucu belgesine sahip aktif olarak arac kullanabilen seyahat engeli olmayan erkek adaylar icin askerlik gorevini tamamlamis sorumluluk duygusu gelismis zaman bolge yonetimleri konusunda egitimli mesai saatlerini verimli sekilde degerlendirebilen saglik sektorundeki sorunlarin cozum yollarinin farkinda olan ekip calismasina yatkin calisma arkadaslari ariyoruz tercihen tibbi cihaz satis elemani belgesi klinik destek elemani belgesi olan tanimi satis pazarlama musteri hizmetleri hale yonetim departmanlariyla isbirligi icinde calismak hekimlere urunleri firmamizin verecegi urun egitimi hedefleri dogrultusunda tanitmak urunlerin satisini saglamak confort urunleri ilgili hekimlere urun demolari egitimleri yapmak sunumlari yapmak confort urunlerini hasta basi uygulama yaparak pansumanlari takip etmek satin alma evrak islerini takip etmek kendisinden istenen raporlari zamaninda mudurune ulastirmak,tibbi tanitim satis sorumlusu,tibbi_tanitim
12,universitelerin lisans veya lisans bolumlerinden mezun tercihen ilac sektorunde minimum satis tecrubesine sahip basari odakli iliski gelistirme yonetiminde guclu ticari pazarlama muzakere becerileri gelismis minimum aktif surus deneyimi olan urun tanitim temsilcisi yeterlilik belgesi bulunan seyahat engeli bulunmayan buyutmeyi hedefledigimiz satis ekibimizde alacak berko urun yelpazesindeki urunlerin duzenli ziyaretlerle belirlenen hedef stratejiler dogrultusunda pazarlama satisini yapacak tibbi satis temsilcileri aramaktayiz basvurular turkiye genelinde alinmaktadir,tibbi satis temsilcisi turkiye geneli,tibbi_tanitim
13,tibbi ilac dermokozmetik diger saglik urunleri teknolojik yazilim sektorlerinde hizmet veren loop corporate alanlarinda uzman ekibiyle kisilerin hayat standartlarini yukseltecek urun hizmetlerin hayata gecirilmesi amacini benimsemistir amac musteri memnuniyetini planda tutarak saglik kisisel bakimdan teknoloji alanina uzanan genis faaliyet alaninda sektorun ihtiyac isteklerini guvenilir duzeyde sunmaktadir byopecia trichos markalarimiz icin universite veya yuksek okul mezunu kilit hekim iliskileri kuvvetli musteri basari odakli mesleki donanimi yuksek sonuclarinda iddiali yeni firsatlari gorup aksiyon alabilen sonuca ulasmadan vazgecmeyen farkindaligi yuksek sinifi surucu belgesi aktif surus deneyimi olan office programlarina hakim olan seyahat engeli olmayan stanbul anadolu bolgesinde ikamet eden erkek adaylar icin askerlik gorevini tamamlamis sorumlu oldugu bolgelerde doktor eczanelere firmamiza urunlerin duzenli ziyaretlerle belirlenen hedef stratejiler dogrultusunda tanitimini satisini yapacak tibbi tanitim satis temsi adaylari aramaktayiz tanimi pazarlama tanitim planlarina uygun olarak sorumlu oldugu urunleri dermatoloji doktorlarina tanitmak belirlenen eczaneleri duzenli olarak ziyaret etmek sirket hedefleri dogrultusunda planini olusturmak belirlenen satis hedeflerini gerceklestirmek gunluk haftalik aylik duzenli raporlamalari gerceklestirmek,tibbi tanitim satis sorumlusu,tibbi_tanitim
14,firmamiza buyuyen ekibimize deger katacak doktor eczane ziyaretleri yapacak caliskan sorumlu calisma arkadaslari ariyoruz universite yuksek okul veya lise mezunu seyahat engeli bulunmayan surucu belgesi olan aktif olarak arac kullanabilen askerlik gorevini tamamlamis erkek adaylar icin hedef sonuc odakli takim calismasina yatkin letisim becerisi ozguveni yuksek dinamik office programlarina hakim bayan tanimi ziyaret tanitimdan sorumlu oldugu bolgedeki doktor eczanelere planlanan tanitim satis faaliyetlerini gerceklestirmek eczaneleri satis kampanyalari hakkinda bilgilendirmek urunlerin eczanelerdeki tuketimlerini stoklarini takip etmek,tibbi satis mumessili,tibbi_tanitim
15,yasam kalitesini yukseltmek icin kaliteli ileri teknoloji gerektiren ilaclari tibbin hizmetine sunmayi amac edinmistir ilac grubu akut urunler gogus hastaliklari pediatri allerji immunoloji nefroloji diyaliz gastroenteroloji dermatoloji ortopedi fizik tedavi kardiyoloji anestezi yogun bakim urunleri gibi bircok alanda turkiye genelinde faaliyet gostermekte olup satis hacmine bakmaksizin onemli saglik sorunlarinin tedavilerinde olmazsa olmaz ilaclari tespit ederek alandaki ihtiyaclari karsilamaya calismaktadir stikrarla hizla buyuyen organizasyonumuza deger katacak yeni acilacak bolumumuzde degerlendirilmek uzere asagidaki niteliklere sahip stanbul anadolu stanbul avrupa antalya ankara trabzon illerinde ikamet eden takim arkadaslari aramaktayiz tercihen universite mezunu sertifikasi olan sektorunde tibbi satis mumessili alaninda deneyimli urun grubu tecrubesi olan urun portfoyune uygun alanlarda calismis basarma arzusu yuksek sonuc odakli sozlu yazili iletisim becerisi gelismis yogun calisma temposuna ayak uydurabilecek ekip calismasina yatkin surucu belgesine sahip aktif olarak arac kullanabilen seyahat engeli olmayan askerlik hizmetini tamamlamis erkek adaylar icin,tibbi satis mumessili grubu,tibbi_tanitim
16,yasam kalitesini yukseltmek icin kaliteli ileri teknoloji gerektiren ilaclari tibbin hizmetine sunmayi amac edinmistir ilac anestezi yogun bakim kardiyoloji gogus hastaliklari pediatri allerji immunoloji nefroloji diyaliz gastroenteroloji dermatoloji ortopedi fizik tedavi kardiyoloji akut tedavi urunleri gibi bircok alanda turkiye genelinde faaliyet gostermekte olup satis hacmine bakmaksizin onemli saglik sorunlarinin tedavilerinde olmazsa olmaz ilaclari tespit ederek alandaki ihtiyaclari karsilamaya calismaktadir stikrarla hizla buyuyen organizasyonumuza deger katacak sektorunde kariyer hedefleri olan benzer pozisyonda tecrubeli asagidaki niteliklere sahip stanbul avrupa stanbul asya antalya kocaeli illerinde ikamet eden hastane hale grubu icin takim arkadaslari aranmaktadir tercihen universite mezunu sertifikasi olan hastane calismalari hale konusunda bilgi sahibi genis bolge calisabilecek urun portfoyune uygun alanlarda calismis benzer pozisyonda deneyimli basarma arzusu yuksek sonuc odakli sozlu yazili iletisim becerisi gelismis yogun calisma temposuna ayak uydurabilecek ekip calismasina yatkin surucu belgesine sahip aktif olarak arac kullanabilen seyahat engeli olmayan askerlik hizmetini tamamlamis erkek adaylar icin,tibbi satis mumessili hastane grubu,tibbi_tanitim
17,yasam kalitesini yukseltmek icin kaliteli ileri teknoloji gerektiren ilaclari tibbin hizmetine sunmayi amac edinmistir ilac gogus hastaliklari pediatri allerji immunoloji nefroloji diyaliz gastroenteroloji dermatoloji ortopedi fizik tedavi kardiyoloji anestezi yogun bakim akut urunleri gibi bircok alanda turkiye genelinde faaliyet gostermekte olup satis hacmine bakmaksizin onemli saglik sorunlarinin tedavilerinde olmazsa olmaz ilaclari tespit ederek alandaki ihtiyaclari karsilamaya calismaktadir stikrarla hizla buyuyen organizasyonumuza deger katacak asagidaki niteliklere sahip solunum grubumuz icin ankara mugla stanbul avrupa stanbul anadolu eskisehir konya kayseri illerinde gorevlendirilmek uzere takim arkadaslari aramaktayiz tercihen universite mezunu sertifikasi olan sektorunde tibbi satis mumessili alaninda deneyimli solunum urun grubu tecrubesi olan urun portfoyune uygun alanlarda calismis basarma arzusu yuksek sonuc odakli sozlu yazili iletisim becerisi gelismis yogun calisma temposuna ayak uydurabilecek ekip calismasina yatkin surucu belgesine sahip aktif olarak arac kullanabilen seyahat engeli olmayan askerlik hizmetini tamamlamis erkek adaylar icin,tibbi satis mumessili solunum grubu,tibbi_tanitim
18,yasam kalitesini yukseltmek icin kaliteli ileri teknoloji gerektiren ilaclari tibbin hizmetine sunmayi amac edinmistir ilac akut urunler gogus hastaliklari pediatri allerji immunoloji nefroloji diyaliz gastroenteroloji dermatoloji ortopedi fizik tedavi kardiyoloji anestezi yogun bakim urunleri gibi bircok alanda turkiye genelinde faaliyet gostermekte olup satis hacmine bakmaksizin onemli saglik sorunlarinin tedavilerinde olmazsa olmaz ilaclari tespit ederek alandaki ihtiyaclari karsilamaya calismaktadir stikrarla hizla buyuyen organizasyonumuza deger katacak asagidaki niteliklere sahip akut urunler grubumuz icin stanbul avrupa stanbul anadolu bolu ankara bursa canakkale kutahya balikesir konya illerinde gorevlendirilmek uzere takim arkadaslari aramaktayiz tercihen universite mezunu sertifikasi olan sektorunde tibbi satis mumessili alaninda deneyimli akut urun grubu tecrubesi olan urun portfoyune uygun alanlarda calismis basarma arzusu yuksek sonuc odakli sozlu yazili iletisim becerisi gelismis yogun calisma temposuna ayak uydurabilecek ekip calismasina yatkin surucu belgesine sahip aktif olarak arac kullanabilen seyahat engeli olmayan askerlik hizmetini tamamlamis erkek adaylar icin,tibbi satis mumessili akut urun grubu,tibbi_tanitim
19,yasam kalitesini yukseltmek icin kaliteli ileri teknoloji gerektiren ilaclari tibbin hizmetine sunmayi amac edinmistir ilac diyaliz gogus hastaliklari pediatri allerji immunoloji nefroloji gastroenteroloji dermatoloji ortopedi fizik tedavi kardiyoloji anestezi yogun bakim akut urunler gibi bircok alanda turkiye genelinde faaliyet gostermekte olup satis hacmine bakmaksizin onemli saglik sorunlarinin tedavilerinde olmazsa olmaz ilaclari tespit ederek alandaki ihtiyaclari karsilamaya calismaktadir stikrarla hizla buyuyen organizasyonumuza deger katacak asagidaki niteliklere sahip diyaliz grubumuz icin stanbul avrupa yakasi ilinde gorevlendirilmek uzere takim arkadaslari aramaktayiz tercihen universite mezunu sertifikasi olan sektorunde tibbi satis mumessili alaninda deneyimli diyaliz urun grubu tecrubesi olan urun portfoyune uygun alanlarda calismis basarma arzusu yuksek sonuc odakli sozlu yazili iletisim becerisi gelismis yogun calisma temposuna ayak uydurabilecek ekip calismasina yatkin surucu belgesine sahip aktif olarak arac kullanabilen seyahat engeli olmayan askerlik hizmetini tamamlamis erkek adaylar icin,tibbi satis mumessili diyaliz grubu,tibbi_tanitim
20,universite mezunu saglik sektorunde minimum satis tecrubesine sahip tercihen kadin hastaliklari dogum jinekolojik onkoloji bolumunde calisma deneyimi olan kilit hekim iliskileri kuvvetli musteri basari odakli iliski gelistirme yonetiminde guclu ticari pazarlama muzakere becerileri gelismis aktif arac kullanan ofis uygulamalarinda yetkin askerlik gorevini tamamlamis erkek adaylar icin sertifikasina sahip seyahat engeli bulunmayan gorev tanimi sorumlu oldugu hastane servis kurum kuruluslardaki tanitim faaliyetlerini tanitim programlarina stratejilerine uygun olarak yurutmek sorumlu oldugu bolge urun portfoyu icin tahsis edilen kaynaklari dogru analiz planlamalar yaparak etkin sekilde kullanmak sorumlu oldugu bolgede kilit kurum hekimlerin belirlenmesi iliskilerin gelistirilmesinde almak,tibbi tanitim sorumlusu,tibbi_tanitim
21,capi cade cilt gunes serisi aralik tibari turkiye pazarina girmistir turkiye dermatolog eczane kanali satis tanitimini yapmaktadir universite yada mezunu tercihen dermatoloji bransina calismis satis konusunda deneyimli tercihen dermokozmeti yada analitik dusunebilen rapor ekip calismasina yatkin yaratici yenilikci problem cozme yetenegine sahip office programlarini kullanabilen kolay etkili iletisim kurabilen prezantabl diksiyonu duzgun gule ryuzlu ikna kabiliyeti yuksek erkek adaylar icin askerligini yapmis seyahat engeli olmayan aktif arac kullanabilen tanimi,bolge sorumlusu,tibbi_tanitim
22,yilinda faaliyete baslayan bilim stratejik onemi olan ilac konusunda uretim pazarlama faaliyeti gosteren yuzde turk sermayeli sirkettir bilim uretimini gebze cerkezkoy bulunan ayri tesiste gerceklestirmekte fazla ulkeye ihracat yapmaktadir turkiye faaliyet gosteren ilac firmasinin aldigi pazarda bilim icinde bulundugu segmentlerde almakta hedeflerini gerceklestirerek buyumeye devam etmektedir universite meslek yuksek okulu mezunu sinifi surucu ehliyetine sahip aktif arac kullanabilen seyahat engeli olmayan turkiye degisik bolgelerinde gorev alabilecek erkek adaylar icin askerlik gorevini yapmis tibbi tanitim sorumlulari ariyoruz,tibbi tanitim sorumlusu,tibbi_tanitim
23,insan icin deger lisans veya lisans mezunu surucu belgesine sahip aktif arac kullanabilen seyahat engeli bulunmayan ofis programlarini kullanabilen erkek adaylar icin askerlik gorevini tamamlamis dinamik basarma azmi yuksek sonuc odakli yuksek performans kulturune yatkin kisisel farkindaligi gelismis pozitif ogrenmeye yenilige acik nsan iliskilerinde basarili tanimi duzenli hekim eczane ziyaretlerinin yapilmasi sorumlu oldugu urunler tedavi alanlari ilgili gerekli bilgileri sunularak medikal anlamda bilinirligin arttirilmasi sorumlu oldugu bolge icin tanitim faaliyetlerini yurutulmesi olusturulan aylik calisma programini eksiksiz sekilde gerceklestirilmesi raporlanmasi,urun tanitim temsilcisi,tibbi_tanitim
24,tanimi,tibbi satis mumessi,tibbi_tanitim
25,tanimi,tibbi satis mumessi,tibbi_tanitim
26,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek takim arkadaslari ariyoruz,tibbi satis mumessi,tibbi_tanitim
27,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek takim arkadaslari ariyoruz,tibbi satis mumessi,tibbi_tanitim
28,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek takim arkadaslari ariyoruz,tibbi satis mumessi,tibbi_tanitim
29,universite mezunu noroloji kadin dogum branslarinda tecrubeli yeterlilik belgesi olan letisim becerisi ikna kabiliyeti yuksek olan sektor tecrubesi olan gelisime acik analitik dusunebilen takipci cozum uretebilen sonuc odakli calisan prezantabl seyahat engeli bulunmayan sinifi surucu belgesine sahip aktif olarak arac kullanabilen erkek adaylar icin askerlik gorevini tamamlamis tanimi hedeflenen musterilere ziyaret plani yapmak gerceklestirmek etik kurallar dogrultusunda tanitim satis hedeflerini gerceklestirmek sorumlu oldugu bolgede firmasini duzeyde temsil etmek duzenli raporlama yapmak,tibbi tanitim satis sorumlusu,tibbi_tanitim
30,universite mezunu pediatri branslarinda tecrubeli yeterlilik belgesi olan letisim becerisi ikna kabiliyeti yuksek olan sektor tecrubesi olan gelisime acik analitik dusunebilen takipci cozum uretebilen sonuc odakli calisan prezantabl seyahat engeli bulunmayan sinifi surucu belgesine sahip aktif olarak arac kullanabilen erkek adaylar icin askerlik gorevini tamamlamis tanimi hedeflenen musterilere ziyaret plani yapmak gerceklestirmek etik kurallar dogrultusunda tanitim satis hedeflerini gerceklestirmek sorumlu oldugu bolgede firmasini duzeyde temsil etmek duzenli raporlama yapmak,tibbi tanitim satis sorumlusu,tibbi_tanitim
31,sektorunde kariyer sahibi olmak isteyen hedef odakli calisan dinamik fark yaratabilen egitime yenilige acik ozguveni temsil yetenegi yuksek insan iliskilerinde basarili iletisim becerisi yuksek takim calismasina yatkin office programlarini kullanan surucu belgesine sahip gerektiginde aktif olarak arac kullanabilecek seyahat engeli olmayan tanimi tibbi tanitim uzmanlari,tibbi tanitim sorumlusu,tibbi_tanitim
32,universite mezunu ofis uygulamalarina hakim surucu belgesine sahip aktif arac kullanabilen askerlik gorevini yerine getirmis erkek adaylar icin tanimi nsan iliskilerinde uyumlu takim calismasina inanan ogrenmeye istekli kisisel gelismeye acik olan sorumluluk almayi seven insiyatif kullanabilen analitik dusunebilen planlama yapabilen duzgun olarak doktor eczane ziyaretleri yapabilecek takim arkadaslari ariyoruz,tibbi satis mumessi,tibbi_tanitim
33,firmamizin saha ekibinde gorevlendirilmek uzere universite veya yuksek okul mezunu tercihen gruplarinda satis deneyimine sahip tercihen sertifikasina sahip hekim eczaneler iliskileri kuvvetli musteri basari odakli planlama zaman yonetimi konusunda yuksek yetkinlige sahip aktif arac kullanabilen askerlikle ilisigi bulunmayan seyahat engeli bulunmayan calisma arkadaslari ariyoruz,tibbi satis temsi,tibbi_tanitim
34,genel teli kler stenen yetenek uzmanliklar universitelerin yillik bolumlerinden mezun yasini asmamis ilac tecrubesine sahip yada tecrubesiz alanda calismak isteyen belgesine sahip olanlar tercih nedenidir ortopedi fizik tedavi kadin sagligi branslarinda hekim portfoyu olan eczane calismasina hakim siparis alabilen portfoyu bulunan letisim becerileri yuksek kazan kazan odakli calisabilecek takim calismasina acik office programlarina hakim medikal bilgi birikimine sahip sinifi ehliyete sahip aktif arac kullanabilen erkekler icin askerlik gorevini tamamlamis tibbi satis mumessili takim arkadaslari ariyoruz tanimi mega farma sanayi genisleyen satis kadrosunda alarak bolgesindeki hekimlere eczacilara etik urun tanitimi yapmak kendisine verilen satis kotasini realize etmek tibbi satis mumessili olarak gorev alacak motivasyonu enerjisi yuksek takim arkadaslari aranmaktadir,tibbi satis mumessil,tibbi_tanitim
35,tanimi doktor eczanelerde solunum urunlerinin tanitimi satis penetrasyon hedeflerinin gerceklestirilmesi kampanyalarin takip edilmesi pazar rakiplerinin takip raporlamasinin yapilmasi kilit musteri yonetimi gerceklestirilmesi genel teli kler universitelerin ilgili lisans bolumlerinden mezun solunum urun grubunda sektor tecrubesi edinmis sektorunde benzer pozisyonda gorev almis nisiyatif kullanabilen sonuc odakli dinamik pozitif enerji sahibi letisim becerileri gelismis ikili iliskileri guclu alinan kararlari sureclerini analitik stratejik uygulama becerisi olan zaman yonetimi planlama yetenegi guclu erkek adaylar icin askerligini tamamlamis stanbul ikamet eden,urun tanitim temsilcisi stanbul avrupa,tibbi_tanitim
36,analitik dusunen sonuc cozumu odagina alan seyahate engel hali olmayan rekabetci enerjisi yuksek yenilikci degisimlere ayak uydurabilen diksiyonu duzgun sunum becerilerine hakim prezantabl ekip calismasina yatkin uyumlu insan iliskilerinde basarili musteri odakli sinifi ehliyeti olan erkek adaylarda askerlik hizmetini tamamlamis ofis programlari bilgisayar kullaniminda yetkin eczane doktor portfoyu yonetmeye yatkin tanimi portfoyumuzdeki urunlerinin eczane doktorlara tanitimi satisi penetrasyonunun gerceklestirilmesi kampanyalarin etkili sekilde takip edilmesi eczanelere tuketici aktiviteleri yapmak pazardaki rakiplerin takibini raporlamasinin yapilmasi,tibbi tanitim satis sorumlusu,tibbi_tanitim
